category	ID	term	count	gene	logFC	adj_pval	magma_score
GOBP	GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	GOBP_CALCIUM_ION_TRANSMEMBRANE_TRANSPORT	227	ENSRNOG00000006729/ENSRNOG00000010771/ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000012442/ENSRNOG00000053449/ENSRNOG00000033531/ENSRNOG00000017060/ENSRNOG00000013147/ENSRNOG00000006645/ENSRNOG00000002863/ENSRNOG00000057848/ENSRNOG00000049336/ENSRNOG00000012727/ENSRNOG00000042536/ENSRNOG00000007090/ENSRNOG00000011133/ENSRNOG00000004560/ENSRNOG00000031287/ENSRNOG00000010060/ENSRNOG00000033893/ENSRNOG00000012603/ENSRNOG00000027233/ENSRNOG00000015603/ENSRNOG00000029811/ENSRNOG00000006110/ENSRNOG00000008187/ENSRNOG00000018378/ENSRNOG00000006324/ENSRNOG00000060528/ENSRNOG00000001492/ENSRNOG00000019486/ENSRNOG00000005723/ENSRNOG00000046366/ENSRNOG00000016768/ENSRNOG00000066120/ENSRNOG00000020557/ENSRNOG00000011073/ENSRNOG00000047143/ENSRNOG00000051490/ENSRNOG00000033942/ENSRNOG00000014819/ENSRNOG00000017988/ENSRNOG00000029871/ENSRNOG00000019430/ENSRNOG00000007744/ENSRNOG00000004752/ENSRNOG00000043436/ENSRNOG00000016070/ENSRNOG00000001130/ENSRNOG00000042929/ENSRNOG00000053766/ENSRNOG00000004900/ENSRNOG00000003104/ENSRNOG00000008039/ENSRNOG00000005046/ENSRNOG00000011076/ENSRNOG00000045920/ENSRNOG00000002146/ENSRNOG00000011168/ENSRNOG00000027728/ENSRNOG00000017051/ENSRNOG00000011589/ENSRNOG00000061304/ENSRNOG00000001427/ENSRNOG00000004165/ENSRNOG00000051986/ENSRNOG00000057806/ENSRNOG00000008822	0.281684685	0.000879246	0.028442
GOBP	GOBP_SPERM_MOTILITY	GOBP_SPERM_MOTILITY	61	ENSRNOG00000011967/ENSRNOG00000006114/ENSRNOG00000005233/ENSRNOG00000020875/ENSRNOG00000058275/ENSRNOG00000025787/ENSRNOG00000057867/ENSRNOG00000056996/ENSRNOG00000018310/ENSRNOG00000018631/ENSRNOG00000011440/ENSRNOG00000008596/ENSRNOG00000010141/ENSRNOG00000026964/ENSRNOG00000009032/ENSRNOG00000009372/ENSRNOG00000003999/ENSRNOG00000015419/ENSRNOG00000048506/ENSRNOG00000050658/ENSRNOG00000003031/ENSRNOG00000059348/ENSRNOG00000023404/ENSRNOG00000008296/ENSRNOG00000026217/ENSRNOG00000032311/ENSRNOG00000047258/ENSRNOG00000020891/ENSRNOG00000025539/ENSRNOG00000019020/ENSRNOG00000034089/ENSRNOG00000001808/ENSRNOG00000060407	0.412315521	0.001754376	0.029672
GOBP	GOBP_REGULATION_OF_CELL_KILLING	GOBP_REGULATION_OF_CELL_KILLING	52	ENSRNOG00000065741/ENSRNOG00000013304/ENSRNOG00000020679/ENSRNOG00000019728/ENSRNOG00000000655/ENSRNOG00000050430/ENSRNOG00000019202/ENSRNOG00000018509/ENSRNOG00000009468/ENSRNOG00000033772/ENSRNOG00000031443/ENSRNOG00000003522/ENSRNOG00000012681/ENSRNOG00000036829/ENSRNOG00000020845/ENSRNOG00000007946/ENSRNOG00000046452/ENSRNOG00000002418/ENSRNOG00000001296/ENSRNOG00000030715/ENSRNOG00000042821/ENSRNOG00000017123/ENSRNOG00000019629	-0.538482815	8,45E+08	0.030318
GOBP	GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	GOBP_ACTOMYOSIN_STRUCTURE_ORGANIZATION	165	ENSRNOG00000031058/ENSRNOG00000057880/ENSRNOG00000046276/ENSRNOG00000025757/ENSRNOG00000019555/ENSRNOG00000016714/ENSRNOG00000006705/ENSRNOG00000059166/ENSRNOG00000007281/ENSRNOG00000045892/ENSRNOG00000011077/ENSRNOG00000003772/ENSRNOG00000004414/ENSRNOG00000029784/ENSRNOG00000013683/ENSRNOG00000016166/ENSRNOG00000003694/ENSRNOG00000010447/ENSRNOG00000015406/ENSRNOG00000009022/ENSRNOG00000002244/ENSRNOG00000028041/ENSRNOG00000001747/ENSRNOG00000012346/ENSRNOG00000023226/ENSRNOG00000009805/ENSRNOG00000011559/ENSRNOG00000017065/ENSRNOG00000010964/ENSRNOG00000014343/ENSRNOG00000016189/ENSRNOG00000050519/ENSRNOG00000013656/ENSRNOG00000012630/ENSRNOG00000015036/ENSRNOG00000008829/ENSRNOG00000010966/ENSRNOG00000001795/ENSRNOG00000009102/ENSRNOG00000012561/ENSRNOG00000007036/ENSRNOG00000018903/ENSRNOG00000008937/ENSRNOG00000020014	-0.359176801	0.000185822	0.031657
GOCC	GOCC_MEMBRANE_MICRODOMAIN	GOCC_MEMBRANE_MICRODOMAIN	280	ENSRNOG00000008414/ENSRNOG00000007048/ENSRNOG00000007284/ENSRNOG00000045554/ENSRNOG00000027028/ENSRNOG00000021079/ENSRNOG00000019147/ENSRNOG00000009681/ENSRNOG00000017676/ENSRNOG00000017787/ENSRNOG00000048043/ENSRNOG00000006604/ENSRNOG00000016547/ENSRNOG00000014623/ENSRNOG00000014481/ENSRNOG00000009331/ENSRNOG00000066008/ENSRNOG00000020546/ENSRNOG00000019465/ENSRNOG00000038722/ENSRNOG00000024277/ENSRNOG00000021856/ENSRNOG00000057056/ENSRNOG00000004697/ENSRNOG00000046829/ENSRNOG00000016575/ENSRNOG00000008116/ENSRNOG00000008587/ENSRNOG00000068001/ENSRNOG00000002161/ENSRNOG00000010997/ENSRNOG00000059900/ENSRNOG00000018289/ENSRNOG00000019400/ENSRNOG00000068044/ENSRNOG00000020679/ENSRNOG00000053550/ENSRNOG00000005620/ENSRNOG00000050104/ENSRNOG00000013000/ENSRNOG00000009535/ENSRNOG00000019728/ENSRNOG00000016592/ENSRNOG00000000655/ENSRNOG00000012196/ENSRNOG00000003998/ENSRNOG00000020016/ENSRNOG00000013578/ENSRNOG00000007041/ENSRNOG00000031312/ENSRNOG00000002664/ENSRNOG00000043465/ENSRNOG00000032871/ENSRNOG00000001336/ENSRNOG00000018126/ENSRNOG00000052407/ENSRNOG00000042389/ENSRNOG00000019374/ENSRNOG00000005479/ENSRNOG00000019142/ENSRNOG00000013683/ENSRNOG00000010475/ENSRNOG00000004854/ENSRNOG00000019908/ENSRNOG00000000699/ENSRNOG00000008180/ENSRNOG00000000805/ENSRNOG00000031665/ENSRNOG00000025895/ENSRNOG00000014961/ENSRNOG00000001224/ENSRNOG00000052469/ENSRNOG00000016831/ENSRNOG00000012616/ENSRNOG00000007290/ENSRNOG00000009822/ENSRNOG00000013963/ENSRNOG00000023226/ENSRNOG00000000164/ENSRNOG00000034015/ENSRNOG00000000177/ENSRNOG00000004737/ENSRNOG00000018106/ENSRNOG00000013265/ENSRNOG00000003232/ENSRNOG00000018524/ENSRNOG00000004613/ENSRNOG00000021023/ENSRNOG00000021438/ENSRNOG00000019212/ENSRNOG00000015445/ENSRNOG00000005796/ENSRNOG00000007865/ENSRNOG00000010966/ENSRNOG00000056836/ENSRNOG00000007036/ENSRNOG00000057713/ENSRNOG00000012016/ENSRNOG00000016558/ENSRNOG00000060694/ENSRNOG00000025676/ENSRNOG00000000567	-1.559.479.761	0.004092576	0.032233
GOBP	GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	GOBP_PROTEIN_LOCALIZATION_TO_CILIUM	66	ENSRNOG00000046566/ENSRNOG00000011967/ENSRNOG00000032070/ENSRNOG00000010952/ENSRNOG00000005233/ENSRNOG00000017991/ENSRNOG00000026171/ENSRNOG00000008334/ENSRNOG00000028523/ENSRNOG00000016545/ENSRNOG00000015189/ENSRNOG00000002932/ENSRNOG00000000802/ENSRNOG00000011440/ENSRNOG00000036676/ENSRNOG00000018876/ENSRNOG00000001689/ENSRNOG00000059715/ENSRNOG00000026964/ENSRNOG00000027617/ENSRNOG00000028380/ENSRNOG00000046023/ENSRNOG00000005868/ENSRNOG00000003955/ENSRNOG00000070201/ENSRNOG00000008632	0.487702406	1,16E+09	0.033174
GOBP	GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	GOBP_AXON_ENSHEATHMENT_IN_CENTRAL_NERVOUS_SYSTEM	23	ENSRNOG00000014268/ENSRNOG00000016460/ENSRNOG00000009822/ENSRNOG00000018950/ENSRNOG00000021023/ENSRNOG00000009033/ENSRNOG00000017748/ENSRNOG00000015445/ENSRNOG00000028274/ENSRNOG00000002419/ENSRNOG00000068444/ENSRNOG00000011305/ENSRNOG00000019659	-0.682591122	9,13E+08	0.03365
HPO	HP_OSTEOSARCOMA	HP_OSTEOSARCOMA	33	ENSRNOG00000037509/ENSRNOG00000019106/ENSRNOG00000033625/ENSRNOG00000015440/ENSRNOG00000008373/ENSRNOG00000021035/ENSRNOG00000008140/ENSRNOG00000004196/ENSRNOG00000016961/ENSRNOG00000013508/ENSRNOG00000004214/ENSRNOG00000026260/ENSRNOG00000020674/ENSRNOG00000014272/ENSRNOG00000000490/ENSRNOG00000010189/ENSRNOG00000029512/ENSRNOG00000023529	-2.084.821.772	0.005956348	0.034058
GOBP	GOBP_LEUKOCYTE_DIFFERENTIATION	GOBP_LEUKOCYTE_DIFFERENTIATION	371	ENSRNOG00000037247/ENSRNOG00000016313/ENSRNOG00000001704/ENSRNOG00000000655/ENSRNOG00000004100/ENSRNOG00000002365/ENSRNOG00000001452/ENSRNOG00000050430/ENSRNOG00000048321/ENSRNOG00000014011/ENSRNOG00000013578/ENSRNOG00000043077/ENSRNOG00000009354/ENSRNOG00000021528/ENSRNOG00000065264/ENSRNOG00000021261/ENSRNOG00000018255/ENSRNOG00000020716/ENSRNOG00000033588/ENSRNOG00000009884/ENSRNOG00000052407/ENSRNOG00000011882/ENSRNOG00000018735/ENSRNOG00000006932/ENSRNOG00000007237/ENSRNOG00000019264/ENSRNOG00000008465/ENSRNOG00000012881/ENSRNOG00000017319/ENSRNOG00000000541/ENSRNOG00000013967/ENSRNOG00000003522/ENSRNOG00000016360/ENSRNOG00000048161/ENSRNOG00000050500/ENSRNOG00000002950/ENSRNOG00000009982/ENSRNOG00000008180/ENSRNOG00000038881/ENSRNOG00000037647/ENSRNOG00000018414/ENSRNOG00000012681/ENSRNOG00000012804/ENSRNOG00000004575/ENSRNOG00000000485/ENSRNOG00000014294/ENSRNOG00000016595/ENSRNOG00000004444/ENSRNOG00000017863/ENSRNOG00000036829/ENSRNOG00000014333/ENSRNOG00000009822/ENSRNOG00000002480/ENSRNOG00000004006/ENSRNOG00000017560/ENSRNOG00000020845/ENSRNOG00000006392/ENSRNOG00000007663/ENSRNOG00000046452/ENSRNOG00000018566/ENSRNOG00000005067/ENSRNOG00000043098/ENSRNOG00000023708/ENSRNOG00000013265/ENSRNOG00000053200/ENSRNOG00000000569/ENSRNOG00000010522/ENSRNOG00000014605/ENSRNOG00000017414/ENSRNOG00000051482/ENSRNOG00000006569/ENSRNOG00000014125/ENSRNOG00000023338/ENSRNOG00000006689/ENSRNOG00000030625/ENSRNOG00000021316/ENSRNOG00000015615/ENSRNOG00000024159/ENSRNOG00000050519/ENSRNOG00000004003/ENSRNOG00000017123/ENSRNOG00000058646/ENSRNOG00000067317/ENSRNOG00000010966/ENSRNOG00000020640/ENSRNOG00000018903/ENSRNOG00000060694/ENSRNOG00000050792/ENSRNOG00000009694	-0.298018256	0.00014364	0.03452
GOBP	GOBP_DENDRITIC_CELL_MIGRATION	GOBP_DENDRITIC_CELL_MIGRATION	21	ENSRNOG00000015894/ENSRNOG00000009468/ENSRNOG00000003029/ENSRNOG00000003866/ENSRNOG00000012681/ENSRNOG00000009385/ENSRNOG00000049115/ENSRNOG00000006949/ENSRNOG00000007047/ENSRNOG00000051482	-0.614368432	0.001386422	0.036683
GOBP	GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	69	ENSRNOG00000065741/ENSRNOG00000013304/ENSRNOG00000020679/ENSRNOG00000016496/ENSRNOG00000006989/ENSRNOG00000019728/ENSRNOG00000000655/ENSRNOG00000050430/ENSRNOG00000055860/ENSRNOG00000021528/ENSRNOG00000002664/ENSRNOG00000019202/ENSRNOG00000008372/ENSRNOG00000018509/ENSRNOG00000009468/ENSRNOG00000033772/ENSRNOG00000031443/ENSRNOG00000003522/ENSRNOG00000012163/ENSRNOG00000012681/ENSRNOG00000014064/ENSRNOG00000014294/ENSRNOG00000036829/ENSRNOG00000017194/ENSRNOG00000020845/ENSRNOG00000046452/ENSRNOG00000001296/ENSRNOG00000017123/ENSRNOG00000019629/ENSRNOG00000017466	-0.512707867	5,52E+08	0.037164
KEGG	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	32	ENSRNOG00000010309/ENSRNOG00000018294/ENSRNOG00000019834/ENSRNOG00000049491/ENSRNOG00000066773/ENSRNOG00000003343/ENSRNOG00000000457/ENSRNOG00000019041/ENSRNOG00000018735/ENSRNOG00000003029/ENSRNOG00000021157/ENSRNOG00000010331/ENSRNOG00000018566/ENSRNOG00000007089/ENSRNOG00000059714/ENSRNOG00000019387/ENSRNOG00000017123	-2.058.736.142	0.004776127	0.037831
GOCC	GOCC_TRANSPORTER_COMPLEX	GOCC_TRANSPORTER_COMPLEX	309	ENSRNOG00000010771/ENSRNOG00000005985/ENSRNOG00000055382/ENSRNOG00000039544/ENSRNOG00000014686/ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000033531/ENSRNOG00000045816/ENSRNOG00000018697/ENSRNOG00000009897/ENSRNOG00000017060/ENSRNOG00000013147/ENSRNOG00000020822/ENSRNOG00000063400/ENSRNOG00000027400/ENSRNOG00000016917/ENSRNOG00000006645/ENSRNOG00000060599/ENSRNOG00000002863/ENSRNOG00000057848/ENSRNOG00000003915/ENSRNOG00000012727/ENSRNOG00000042536/ENSRNOG00000014862/ENSRNOG00000007090/ENSRNOG00000011133/ENSRNOG00000006639/ENSRNOG00000004560/ENSRNOG00000021130/ENSRNOG00000031287/ENSRNOG00000016976/ENSRNOG00000009450/ENSRNOG00000004819/ENSRNOG00000002349/ENSRNOG00000004535/ENSRNOG00000033893/ENSRNOG00000026163/ENSRNOG00000008053/ENSRNOG00000002336/ENSRNOG00000006595/ENSRNOG00000027233/ENSRNOG00000054314/ENSRNOG00000052116/ENSRNOG00000060693/ENSRNOG00000008557/ENSRNOG00000029811/ENSRNOG00000018378/ENSRNOG00000029012/ENSRNOG00000006324/ENSRNOG00000007682/ENSRNOG00000060528/ENSRNOG00000013351/ENSRNOG00000005723/ENSRNOG00000056697/ENSRNOG00000002327/ENSRNOG00000011964/ENSRNOG00000005007/ENSRNOG00000006617/ENSRNOG00000020557/ENSRNOG00000020310/ENSRNOG00000067416/ENSRNOG00000002767/ENSRNOG00000006957/ENSRNOG00000013869/ENSRNOG00000034200/ENSRNOG00000047143/ENSRNOG00000033942/ENSRNOG00000005309/ENSRNOG00000024310/ENSRNOG00000063175/ENSRNOG00000008992/ENSRNOG00000008222/ENSRNOG00000013498/ENSRNOG00000055401/ENSRNOG00000049792/ENSRNOG00000043436/ENSRNOG00000062002/ENSRNOG00000006174/ENSRNOG00000004899/ENSRNOG00000005206	1.628.223.792	0.000489117	0.038037
GOCC	GOCC_MOTILE_CILIUM	GOCC_MOTILE_CILIUM	148	ENSRNOG00000010771/ENSRNOG00000007046/ENSRNOG00000032070/ENSRNOG00000006114/ENSRNOG00000019474/ENSRNOG00000006999/ENSRNOG00000004171/ENSRNOG00000010556/ENSRNOG00000005233/ENSRNOG00000005151/ENSRNOG00000009792/ENSRNOG00000024905/ENSRNOG00000026171/ENSRNOG00000058275/ENSRNOG00000003013/ENSRNOG00000011028/ENSRNOG00000048056/ENSRNOG00000008334/ENSRNOG00000025787/ENSRNOG00000021312/ENSRNOG00000012140/ENSRNOG00000060693/ENSRNOG00000057867/ENSRNOG00000020118/ENSRNOG00000058681/ENSRNOG00000056996/ENSRNOG00000002932/ENSRNOG00000018310/ENSRNOG00000018631/ENSRNOG00000000986/ENSRNOG00000015137/ENSRNOG00000011440/ENSRNOG00000008596/ENSRNOG00000043035/ENSRNOG00000010141/ENSRNOG00000017120/ENSRNOG00000026964/ENSRNOG00000068261/ENSRNOG00000009032/ENSRNOG00000009372/ENSRNOG00000052688/ENSRNOG00000012761/ENSRNOG00000021729/ENSRNOG00000002146/ENSRNOG00000000938/ENSRNOG00000024917/ENSRNOG00000021303/ENSRNOG00000019592/ENSRNOG00000002976/ENSRNOG00000020450/ENSRNOG00000058434/ENSRNOG00000043410/ENSRNOG00000050658/ENSRNOG00000003031/ENSRNOG00000014584/ENSRNOG00000023404/ENSRNOG00000020148/ENSRNOG00000047194/ENSRNOG00000005257/ENSRNOG00000008296/ENSRNOG00000049056	1.838.039.732	0.000292227	0.039036
GOBP	GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	GOBP_GLUTAMATE_RECEPTOR_SIGNALING_PATHWAY	50	ENSRNOG00000008766/ENSRNOG00000000368/ENSRNOG00000045816/ENSRNOG00000014816/ENSRNOG00000055499/ENSRNOG00000014290/ENSRNOG00000005662/ENSRNOG00000016429/ENSRNOG00000007682/ENSRNOG00000005723/ENSRNOG00000020310/ENSRNOG00000006957/ENSRNOG00000021468/ENSRNOG00000033942/ENSRNOG00000008992/ENSRNOG00000033169/ENSRNOG00000006174/ENSRNOG00000001575/ENSRNOG00000000233/ENSRNOG00000013171/ENSRNOG00000030910/ENSRNOG00000047014	0.443648933	0.001171108	0.039287
GOMF	GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY_INVOLVED_IN_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	36	ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000045816/ENSRNOG00000055499/ENSRNOG00000014862/ENSRNOG00000002349/ENSRNOG00000002336/ENSRNOG00000007682/ENSRNOG00000005723/ENSRNOG00000002327/ENSRNOG00000020310/ENSRNOG00000018385/ENSRNOG00000008992/ENSRNOG00000006174/ENSRNOG00000001575	2.050.998.586	0.004173835	0.039548
HPO	HP_ABNORMAL_MALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY	HP_ABNORMAL_MALE_REPRODUCTIVE_SYSTEM_PHYSIOLOGY	213	ENSRNOG00000010771/ENSRNOG00000005883/ENSRNOG00000007046/ENSRNOG00000006114/ENSRNOG00000019474/ENSRNOG00000004171/ENSRNOG00000005233/ENSRNOG00000024905/ENSRNOG00000002073/ENSRNOG00000058275/ENSRNOG00000003013/ENSRNOG00000055547/ENSRNOG00000002194/ENSRNOG00000005108/ENSRNOG00000000504/ENSRNOG00000022343/ENSRNOG00000021312/ENSRNOG00000015825/ENSRNOG00000024557/ENSRNOG00000014509/ENSRNOG00000030017/ENSRNOG00000033099/ENSRNOG00000024445/ENSRNOG00000070542/ENSRNOG00000056996/ENSRNOG00000016364/ENSRNOG00000001453/ENSRNOG00000060528/ENSRNOG00000022448/ENSRNOG00000008678/ENSRNOG00000011440/ENSRNOG00000020430/ENSRNOG00000025327/ENSRNOG00000001407/ENSRNOG00000037835/ENSRNOG00000012302/ENSRNOG00000010877/ENSRNOG00000002227/ENSRNOG00000003131/ENSRNOG00000056721/ENSRNOG00000026964/ENSRNOG00000009403/ENSRNOG00000004048/ENSRNOG00000009372/ENSRNOG00000030213/ENSRNOG00000001474/ENSRNOG00000028302/ENSRNOG00000016965/ENSRNOG00000052688/ENSRNOG00000061690/ENSRNOG00000021054/ENSRNOG00000048699/ENSRNOG00000012030/ENSRNOG00000015052/ENSRNOG00000002146/ENSRNOG00000014516/ENSRNOG00000004229/ENSRNOG00000002051/ENSRNOG00000037295/ENSRNOG00000016697/ENSRNOG00000056659/ENSRNOG00000029773/ENSRNOG00000038600/ENSRNOG00000002976/ENSRNOG00000059997	1.461.119	0.048465219	0.039818
GOBP	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	GOBP_CYTOKINE_MEDIATED_SIGNALING_PATHWAY	284	ENSRNOG00000065741/ENSRNOG00000008145/ENSRNOG00000019812/ENSRNOG00000001959/ENSRNOG00000013304/ENSRNOG00000003480/ENSRNOG00000020230/ENSRNOG00000012812/ENSRNOG00000018237/ENSRNOG00000003954/ENSRNOG00000000704/ENSRNOG00000000655/ENSRNOG00000019322/ENSRNOG00000013172/ENSRNOG00000013578/ENSRNOG00000037765/ENSRNOG00000033426/ENSRNOG00000037198/ENSRNOG00000031312/ENSRNOG00000006705/ENSRNOG00000020716/ENSRNOG00000018509/ENSRNOG00000013805/ENSRNOG00000007437/ENSRNOG00000006736/ENSRNOG00000033693/ENSRNOG00000022769/ENSRNOG00000005256/ENSRNOG00000018735/ENSRNOG00000036689/ENSRNOG00000005933/ENSRNOG00000007864/ENSRNOG00000019142/ENSRNOG00000008759/ENSRNOG00000001369/ENSRNOG00000016360/ENSRNOG00000015588/ENSRNOG00000003866/ENSRNOG00000013136/ENSRNOG00000015182/ENSRNOG00000018414/ENSRNOG00000023463/ENSRNOG00000004575/ENSRNOG00000007990/ENSRNOG00000014835/ENSRNOG00000014079/ENSRNOG00000030888/ENSRNOG00000049115/ENSRNOG00000014294/ENSRNOG00000011054/ENSRNOG00000007390/ENSRNOG00000004143/ENSRNOG00000006200/ENSRNOG00000013963/ENSRNOG00000006418/ENSRNOG00000047931/ENSRNOG00000012460/ENSRNOG00000019496/ENSRNOG00000018993/ENSRNOG00000019622/ENSRNOG00000007574/ENSRNOG00000023334/ENSRNOG00000015078/ENSRNOG00000016456/ENSRNOG00000030124/ENSRNOG00000009956/ENSRNOG00000033697/ENSRNOG00000017414/ENSRNOG00000031138/ENSRNOG00000007596/ENSRNOG00000001963/ENSRNOG00000015615/ENSRNOG00000024159/ENSRNOG00000027502/ENSRNOG00000065480/ENSRNOG00000056836/ENSRNOG00000008174/ENSRNOG00000011800/ENSRNOG00000060694	-0.320442474	8,12E+09	0.039987
GOBP	GOBP_SYNAPSE_ORGANIZATION	GOBP_SYNAPSE_ORGANIZATION	373	ENSRNOG00000018674/ENSRNOG00000004200/ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000046660/ENSRNOG00000010911/ENSRNOG00000000513/ENSRNOG00000014816/ENSRNOG00000013101/ENSRNOG00000008237/ENSRNOG00000060599/ENSRNOG00000048738/ENSRNOG00000011803/ENSRNOG00000020205/ENSRNOG00000016062/ENSRNOG00000056756/ENSRNOG00000026466/ENSRNOG00000026704/ENSRNOG00000019779/ENSRNOG00000002751/ENSRNOG00000002349/ENSRNOG00000004353/ENSRNOG00000013064/ENSRNOG00000016566/ENSRNOG00000034177/ENSRNOG00000017459/ENSRNOG00000004049/ENSRNOG00000007038/ENSRNOG00000018378/ENSRNOG00000014170/ENSRNOG00000061230/ENSRNOG00000010744/ENSRNOG00000029012/ENSRNOG00000016429/ENSRNOG00000001492/ENSRNOG00000005550/ENSRNOG00000058938/ENSRNOG00000021231/ENSRNOG00000015148/ENSRNOG00000022419/ENSRNOG00000024711/ENSRNOG00000019615/ENSRNOG00000047466/ENSRNOG00000031709/ENSRNOG00000047247/ENSRNOG00000019423/ENSRNOG00000011507/ENSRNOG00000014248/ENSRNOG00000003191/ENSRNOG00000001103/ENSRNOG00000021781/ENSRNOG00000029986/ENSRNOG00000017704/ENSRNOG00000029798/ENSRNOG00000032576/ENSRNOG00000006093/ENSRNOG00000004118/ENSRNOG00000028417/ENSRNOG00000011208/ENSRNOG00000012045/ENSRNOG00000061845/ENSRNOG00000058308/ENSRNOG00000056643/ENSRNOG00000027992/ENSRNOG00000018452/ENSRNOG00000009772/ENSRNOG00000021441/ENSRNOG00000011295/ENSRNOG00000009029/ENSRNOG00000026065/ENSRNOG00000019356/ENSRNOG00000029871/ENSRNOG00000033134/ENSRNOG00000004048/ENSRNOG00000031232/ENSRNOG00000031536/ENSRNOG00000006174/ENSRNOG00000064362/ENSRNOG00000020084/ENSRNOG00000014829/ENSRNOG00000011156/ENSRNOG00000004067/ENSRNOG00000042929/ENSRNOG00000052840/ENSRNOG00000043085/ENSRNOG00000005634/ENSRNOG00000021410/ENSRNOG00000008970/ENSRNOG00000014599/ENSRNOG00000007508/ENSRNOG00000016204/ENSRNOG00000009264/ENSRNOG00000016640/ENSRNOG00000056659/ENSRNOG00000013213/ENSRNOG00000006003/ENSRNOG00000019977/ENSRNOG00000004276/ENSRNOG00000050841/ENSRNOG00000010392/ENSRNOG00000016653/ENSRNOG00000009350/ENSRNOG00000050220/ENSRNOG00000029598/ENSRNOG00000065528/ENSRNOG00000047014/ENSRNOG00000047319	0.248875331	0.001912445	0.04061
GOBP	GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	GOBP_CILIUM_OR_FLAGELLUM_DEPENDENT_CELL_MOTILITY	82	ENSRNOG00000011967/ENSRNOG00000014486/ENSRNOG00000006114/ENSRNOG00000019474/ENSRNOG00000005233/ENSRNOG00000024905/ENSRNOG00000020875/ENSRNOG00000026171/ENSRNOG00000058275/ENSRNOG00000025787/ENSRNOG00000024494/ENSRNOG00000057867/ENSRNOG00000056996/ENSRNOG00000018310/ENSRNOG00000018631/ENSRNOG00000011440/ENSRNOG00000008596/ENSRNOG00000010141/ENSRNOG00000017690/ENSRNOG00000026964/ENSRNOG00000009032/ENSRNOG00000009372/ENSRNOG00000052688/ENSRNOG00000003999/ENSRNOG00000015419/ENSRNOG00000048506/ENSRNOG00000050658/ENSRNOG00000003031/ENSRNOG00000059348/ENSRNOG00000023404/ENSRNOG00000008296/ENSRNOG00000026217/ENSRNOG00000032311/ENSRNOG00000047258/ENSRNOG00000020891/ENSRNOG00000025539/ENSRNOG00000058916/ENSRNOG00000019020/ENSRNOG00000034089	0.408800572	0.000199355	0.045579
