category	ID	term	count	gene	logFC	adj_pval	magma_score
GOCC	GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_POSTSYNAPTIC_SPECIALIZATION_MEMBRANE	70	ENSRNOG00000014686/ENSRNOG00000065255/ENSRNOG00000045816/ENSRNOG00000063400/ENSRNOG00000011803/ENSRNOG00000055499/ENSRNOG00000026466/ENSRNOG00000002349/ENSRNOG00000002336/ENSRNOG00000033099/ENSRNOG00000029012/ENSRNOG00000005550/ENSRNOG00000042478/ENSRNOG00000005723/ENSRNOG00000016872/ENSRNOG00000028832/ENSRNOG00000047247/ENSRNOG00000014006/ENSRNOG00000014248/ENSRNOG00000020310/ENSRNOG00000067416/ENSRNOG00000029798/ENSRNOG00000032576/ENSRNOG00000006093/ENSRNOG00000033942/ENSRNOG00000018385/ENSRNOG00000009029/ENSRNOG00000019356/ENSRNOG00000006174/ENSRNOG00000064362/ENSRNOG00000011156/ENSRNOG00000004067/ENSRNOG00000043085	2.458.752.362	1,76E+06	0.0030358
HPO	HP_ABNORMALITY_OF_THE_NASAL_TIP	HP_ABNORMALITY_OF_THE_NASAL_TIP	306	ENSRNOG00000052894/ENSRNOG00000020372/ENSRNOG00000010853/ENSRNOG00000012559/ENSRNOG00000020706/ENSRNOG00000015133/ENSRNOG00000042118/ENSRNOG00000060544/ENSRNOG00000002353/ENSRNOG00000022938/ENSRNOG00000003122/ENSRNOG00000001888/ENSRNOG00000042536/ENSRNOG00000007894/ENSRNOG00000014027/ENSRNOG00000004150/ENSRNOG00000014528/ENSRNOG00000022372/ENSRNOG00000010680/ENSRNOG00000004819/ENSRNOG00000001886/ENSRNOG00000025244/ENSRNOG00000055525/ENSRNOG00000007302/ENSRNOG00000024886/ENSRNOG00000008944/ENSRNOG00000007688/ENSRNOG00000024445/ENSRNOG00000001353/ENSRNOG00000016208/ENSRNOG00000005765/ENSRNOG00000049221/ENSRNOG00000000885/ENSRNOG00000015383/ENSRNOG00000017105/ENSRNOG00000014626/ENSRNOG00000046366/ENSRNOG00000010957/ENSRNOG00000000648/ENSRNOG00000003848/ENSRNOG00000001408/ENSRNOG00000018830/ENSRNOG00000012568/ENSRNOG00000060266/ENSRNOG00000002767/ENSRNOG00000027869/ENSRNOG00000000043/ENSRNOG00000004118/ENSRNOG00000021748/ENSRNOG00000066471/ENSRNOG00000013257/ENSRNOG00000003635/ENSRNOG00000019455/ENSRNOG00000059589/ENSRNOG00000011575/ENSRNOG00000022309/ENSRNOG00000022391/ENSRNOG00000056184/ENSRNOG00000024955/ENSRNOG00000013481/ENSRNOG00000045770/ENSRNOG00000001642/ENSRNOG00000028302/ENSRNOG00000001662/ENSRNOG00000002708/ENSRNOG00000025071/ENSRNOG00000047880/ENSRNOG00000017857/ENSRNOG00000001559/ENSRNOG00000061499/ENSRNOG00000024889/ENSRNOG00000017745/ENSRNOG00000003302/ENSRNOG00000009781/ENSRNOG00000028362/ENSRNOG00000001875/ENSRNOG00000056659/ENSRNOG00000009470/ENSRNOG00000029280/ENSRNOG00000011908/ENSRNOG00000006632/ENSRNOG00000029966/ENSRNOG00000027596/ENSRNOG00000019977/ENSRNOG00000053599/ENSRNOG00000011891/ENSRNOG00000069252/ENSRNOG00000010188/ENSRNOG00000009867/ENSRNOG00000020587/ENSRNOG00000001992/ENSRNOG00000019180/ENSRNOG00000028350/ENSRNOG00000009930/ENSRNOG00000012705/ENSRNOG00000012850/ENSRNOG00000003261/ENSRNOG00000000395/ENSRNOG00000007472/ENSRNOG00000005724/ENSRNOG00000004676/ENSRNOG00000017608/ENSRNOG00000005257/ENSRNOG00000000463/ENSRNOG00000003953/ENSRNOG00000001120/ENSRNOG00000009265/ENSRNOG00000052204/ENSRNOG00000030034/ENSRNOG00000013024/ENSRNOG00000020350/ENSRNOG00000000728/ENSRNOG00000018162/ENSRNOG00000009184/ENSRNOG00000061814/ENSRNOG00000036682/ENSRNOG00000001889/ENSRNOG00000009585/ENSRNOG00000003267	1.546.682.161	0.007740485	0.0031284
HPO	HP_GASTROINTESTINAL_CARCINOMA	HP_GASTROINTESTINAL_CARCINOMA	67	ENSRNOG00000019681/ENSRNOG00000015796/ENSRNOG00000037509/ENSRNOG00000019106/ENSRNOG00000026053/ENSRNOG00000033625/ENSRNOG00000015440/ENSRNOG00000008373/ENSRNOG00000021035/ENSRNOG00000020918/ENSRNOG00000008140/ENSRNOG00000004196/ENSRNOG00000023079/ENSRNOG00000016961/ENSRNOG00000013508/ENSRNOG00000052469/ENSRNOG00000009822/ENSRNOG00000020423/ENSRNOG00000004214/ENSRNOG00000026260/ENSRNOG00000020674/ENSRNOG00000014272/ENSRNOG00000013265/ENSRNOG00000000490/ENSRNOG00000010189/ENSRNOG00000029512/ENSRNOG00000023529/ENSRNOG00000012213	-1.910.579.161	0.010241434	0.0034192
HPO	HP_ABNORMAL_GERM_CELL_MORPHOLOGY	HP_ABNORMAL_GERM_CELL_MORPHOLOGY	20	ENSRNOG00000007046/ENSRNOG00000006114/ENSRNOG00000002073/ENSRNOG00000058275/ENSRNOG00000024557/ENSRNOG00000058681/ENSRNOG00000056996/ENSRNOG00000016364/ENSRNOG00000037835	1.916.518.102	0.026777037	0.0034287
HPO	HP_ABNORMAL_SIZE_OF_THE_PALPEBRAL_FISSURES	HP_ABNORMAL_SIZE_OF_THE_PALPEBRAL_FISSURES	289	ENSRNOG00000005985/ENSRNOG00000020372/ENSRNOG00000026649/ENSRNOG00000046660/ENSRNOG00000015133/ENSRNOG00000060008/ENSRNOG00000008533/ENSRNOG00000019249/ENSRNOG00000042536/ENSRNOG00000010572/ENSRNOG00000004150/ENSRNOG00000038784/ENSRNOG00000001886/ENSRNOG00000000504/ENSRNOG00000002276/ENSRNOG00000013933/ENSRNOG00000030017/ENSRNOG00000024445/ENSRNOG00000070542/ENSRNOG00000010176/ENSRNOG00000049221/ENSRNOG00000000885/ENSRNOG00000001453/ENSRNOG00000015230/ENSRNOG00000060528/ENSRNOG00000000288/ENSRNOG00000046366/ENSRNOG00000010957/ENSRNOG00000001849/ENSRNOG00000009545/ENSRNOG00000003848/ENSRNOG00000014576/ENSRNOG00000001408/ENSRNOG00000018830/ENSRNOG00000002012/ENSRNOG00000050090/ENSRNOG00000019423/ENSRNOG00000012568/ENSRNOG00000011348/ENSRNOG00000011073/ENSRNOG00000002767/ENSRNOG00000006957/ENSRNOG00000004118/ENSRNOG00000056721/ENSRNOG00000066471/ENSRNOG00000003635/ENSRNOG00000002914/ENSRNOG00000022391/ENSRNOG00000019584/ENSRNOG00000020426/ENSRNOG00000001474/ENSRNOG00000003925/ENSRNOG00000047880/ENSRNOG00000052840/ENSRNOG00000008996/ENSRNOG00000048699/ENSRNOG00000011904/ENSRNOG00000061499/ENSRNOG00000020470/ENSRNOG00000013620/ENSRNOG00000001875/ENSRNOG00000056659/ENSRNOG00000006632/ENSRNOG00000059997/ENSRNOG00000028783/ENSRNOG00000010158/ENSRNOG00000069252/ENSRNOG00000009867/ENSRNOG00000020587/ENSRNOG00000020715/ENSRNOG00000028335/ENSRNOG00000010027/ENSRNOG00000054176/ENSRNOG00000001992/ENSRNOG00000019180/ENSRNOG00000010890/ENSRNOG00000009930/ENSRNOG00000012705/ENSRNOG00000020514/ENSRNOG00000002643/ENSRNOG00000061216/ENSRNOG00000012850/ENSRNOG00000033568/ENSRNOG00000003261/ENSRNOG00000011931/ENSRNOG00000007472/ENSRNOG00000004676/ENSRNOG00000061085/ENSRNOG00000005076/ENSRNOG00000008142	1.416.725.764	0.043433116	0.0035099
GOCC	GOCC_GLUTAMATERGIC_SYNAPSE	GOCC_GLUTAMATERGIC_SYNAPSE	302	ENSRNOG00000018674/ENSRNOG00000026866/ENSRNOG00000000368/ENSRNOG00000004314/ENSRNOG00000065255/ENSRNOG00000045816/ENSRNOG00000063400/ENSRNOG00000000513/ENSRNOG00000009726/ENSRNOG00000013101/ENSRNOG00000012573/ENSRNOG00000028879/ENSRNOG00000055499/ENSRNOG00000014290/ENSRNOG00000056756/ENSRNOG00000026466/ENSRNOG00000026704/ENSRNOG00000024112/ENSRNOG00000012422/ENSRNOG00000004819/ENSRNOG00000008747/ENSRNOG00000016566/ENSRNOG00000026163/ENSRNOG00000008223/ENSRNOG00000021013/ENSRNOG00000004049/ENSRNOG00000028733/ENSRNOG00000014170/ENSRNOG00000010744/ENSRNOG00000015616/ENSRNOG00000029012/ENSRNOG00000016429/ENSRNOG00000001069/ENSRNOG00000049683/ENSRNOG00000005550/ENSRNOG00000058938/ENSRNOG00000015148/ENSRNOG00000002338/ENSRNOG00000005723/ENSRNOG00000016872/ENSRNOG00000017333/ENSRNOG00000028832/ENSRNOG00000050090/ENSRNOG00000019423/ENSRNOG00000014006/ENSRNOG00000008157/ENSRNOG00000014248/ENSRNOG00000020310/ENSRNOG00000067416/ENSRNOG00000021781/ENSRNOG00000059968/ENSRNOG00000017704/ENSRNOG00000002767/ENSRNOG00000012302/ENSRNOG00000029798/ENSRNOG00000032576/ENSRNOG00000061845/ENSRNOG00000033942/ENSRNOG00000056643/ENSRNOG00000056837/ENSRNOG00000018385/ENSRNOG00000009029/ENSRNOG00000019356/ENSRNOG00000008992/ENSRNOG00000019430/ENSRNOG00000054955/ENSRNOG00000004890/ENSRNOG00000063450/ENSRNOG00000005700/ENSRNOG00000004048/ENSRNOG00000013481/ENSRNOG00000031232/ENSRNOG00000062002/ENSRNOG00000006174/ENSRNOG00000064362/ENSRNOG00000007456/ENSRNOG00000011156/ENSRNOG00000004067/ENSRNOG00000042929/ENSRNOG00000043085	1.603.445.344	0.000241451	0.0036928
GOMF	GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	45	ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000045816/ENSRNOG00000055499/ENSRNOG00000014290/ENSRNOG00000014862/ENSRNOG00000002349/ENSRNOG00000002336/ENSRNOG00000016429/ENSRNOG00000007682/ENSRNOG00000005723/ENSRNOG00000002327/ENSRNOG00000020310/ENSRNOG00000018385/ENSRNOG00000008992/ENSRNOG00000006174/ENSRNOG00000001575/ENSRNOG00000017556	2.154.771.242	0.000488581	0.0040164
GOCC	GOCC_ION_CHANNEL_COMPLEX	GOCC_ION_CHANNEL_COMPLEX	223	ENSRNOG00000010771/ENSRNOG00000005985/ENSRNOG00000055382/ENSRNOG00000039544/ENSRNOG00000014686/ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000033531/ENSRNOG00000045816/ENSRNOG00000009897/ENSRNOG00000017060/ENSRNOG00000013147/ENSRNOG00000063400/ENSRNOG00000027400/ENSRNOG00000016917/ENSRNOG00000006645/ENSRNOG00000060599/ENSRNOG00000002863/ENSRNOG00000057848/ENSRNOG00000003915/ENSRNOG00000012727/ENSRNOG00000042536/ENSRNOG00000014862/ENSRNOG00000007090/ENSRNOG00000011133/ENSRNOG00000006639/ENSRNOG00000004560/ENSRNOG00000021130/ENSRNOG00000031287/ENSRNOG00000016976/ENSRNOG00000009450/ENSRNOG00000004819/ENSRNOG00000002349/ENSRNOG00000004535/ENSRNOG00000033893/ENSRNOG00000026163/ENSRNOG00000002336/ENSRNOG00000006595/ENSRNOG00000027233/ENSRNOG00000054314/ENSRNOG00000060693/ENSRNOG00000008557/ENSRNOG00000029811/ENSRNOG00000018378/ENSRNOG00000029012/ENSRNOG00000006324/ENSRNOG00000007682/ENSRNOG00000060528/ENSRNOG00000013351/ENSRNOG00000005723/ENSRNOG00000056697/ENSRNOG00000002327/ENSRNOG00000005007/ENSRNOG00000006617/ENSRNOG00000020557/ENSRNOG00000020310/ENSRNOG00000067416/ENSRNOG00000002767/ENSRNOG00000006957/ENSRNOG00000013869/ENSRNOG00000047143/ENSRNOG00000033942/ENSRNOG00000005309/ENSRNOG00000024310/ENSRNOG00000063175/ENSRNOG00000008992/ENSRNOG00000055401/ENSRNOG00000049792/ENSRNOG00000043436/ENSRNOG00000062002/ENSRNOG00000006174/ENSRNOG00000004899/ENSRNOG00000005206/ENSRNOG00000016070/ENSRNOG00000002595/ENSRNOG00000045920/ENSRNOG00000002146/ENSRNOG00000011168/ENSRNOG00000004918	2.189.551.701	9,14E+04	0.0050055
GOCC	GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	32	ENSRNOG00000033531/ENSRNOG00000013147/ENSRNOG00000002863/ENSRNOG00000057848/ENSRNOG00000042536/ENSRNOG00000007090/ENSRNOG00000004560/ENSRNOG00000031287/ENSRNOG00000033893/ENSRNOG00000060693/ENSRNOG00000018378/ENSRNOG00000060528/ENSRNOG00000020557/ENSRNOG00000063175	2.127.127.913	0.000832281	0.0050812
HPO	HP_INCREASED_BODY_WEIGHT	HP_INCREASED_BODY_WEIGHT	383	ENSRNOG00000046566/ENSRNOG00000030212/ENSRNOG00000020372/ENSRNOG00000026649/ENSRNOG00000028097/ENSRNOG00000060615/ENSRNOG00000012559/ENSRNOG00000004342/ENSRNOG00000013969/ENSRNOG00000000327/ENSRNOG00000022938/ENSRNOG00000000875/ENSRNOG00000056658/ENSRNOG00000003122/ENSRNOG00000001888/ENSRNOG00000005281/ENSRNOG00000007127/ENSRNOG00000024468/ENSRNOG00000042536/ENSRNOG00000004150/ENSRNOG00000016187/ENSRNOG00000026171/ENSRNOG00000021130/ENSRNOG00000003013/ENSRNOG00000068263/ENSRNOG00000022343/ENSRNOG00000003949/ENSRNOG00000002276/ENSRNOG00000007242/ENSRNOG00000054331/ENSRNOG00000033099/ENSRNOG00000061527/ENSRNOG00000016545/ENSRNOG00000001353/ENSRNOG00000015189/ENSRNOG00000020249/ENSRNOG00000005765/ENSRNOG00000001453/ENSRNOG00000015230/ENSRNOG00000017105/ENSRNOG00000046366/ENSRNOG00000010957/ENSRNOG00000024457/ENSRNOG00000000648/ENSRNOG00000008193/ENSRNOG00000003848/ENSRNOG00000047466/ENSRNOG00000020430/ENSRNOG00000001622/ENSRNOG00000004205/ENSRNOG00000020557/ENSRNOG00000052687/ENSRNOG00000004542/ENSRNOG00000013729/ENSRNOG00000025327/ENSRNOG00000002767/ENSRNOG00000001272/ENSRNOG00000001689/ENSRNOG00000004118/ENSRNOG00000051498/ENSRNOG00000010296/ENSRNOG00000003131/ENSRNOG00000005048/ENSRNOG00000021748/ENSRNOG00000005540/ENSRNOG00000066471/ENSRNOG00000015816/ENSRNOG00000019455/ENSRNOG00000020113/ENSRNOG00000020032/ENSRNOG00000022391/ENSRNOG00000019584/ENSRNOG00000009372/ENSRNOG00000045770/ENSRNOG00000001474/ENSRNOG00000028302/ENSRNOG00000006864/ENSRNOG00000010453/ENSRNOG00000004415/ENSRNOG00000021054/ENSRNOG00000017712/ENSRNOG00000026672/ENSRNOG00000048699/ENSRNOG00000010545/ENSRNOG00000003999/ENSRNOG00000048849/ENSRNOG00000061499/ENSRNOG00000051671/ENSRNOG00000003955/ENSRNOG00000005609/ENSRNOG00000014516/ENSRNOG00000027569/ENSRNOG00000014986/ENSRNOG00000056659/ENSRNOG00000066252/ENSRNOG00000010146/ENSRNOG00000010153/ENSRNOG00000010303/ENSRNOG00000029826/ENSRNOG00000006632/ENSRNOG00000018931/ENSRNOG00000049181/ENSRNOG00000018692/ENSRNOG00000008635/ENSRNOG00000029966/ENSRNOG00000013718/ENSRNOG00000053599/ENSRNOG00000012892/ENSRNOG00000010158/ENSRNOG00000069252/ENSRNOG00000011728/ENSRNOG00000005298	1.471.978.513	0.008932729	0.0065599
GOMF	GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	68	ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000019134/ENSRNOG00000045816/ENSRNOG00000060599/ENSRNOG00000055499/ENSRNOG00000014290/ENSRNOG00000014862/ENSRNOG00000002349/ENSRNOG00000002336/ENSRNOG00000006595/ENSRNOG00000049761/ENSRNOG00000016429/ENSRNOG00000007682/ENSRNOG00000005723/ENSRNOG00000002327/ENSRNOG00000020310/ENSRNOG00000006957/ENSRNOG00000033942/ENSRNOG00000018385/ENSRNOG00000008992/ENSRNOG00000049792/ENSRNOG00000018827/ENSRNOG00000013042/ENSRNOG00000006174/ENSRNOG00000001575/ENSRNOG00000017556	2.307.709.594	6,60E+08	0.00716
GOMF	GOMF_TRANSMITTER_GATED_CHANNEL_ACTIVITY	GOMF_TRANSMITTER_GATED_CHANNEL_ACTIVITY	42	ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000045816/ENSRNOG00000060599/ENSRNOG00000055499/ENSRNOG00000014862/ENSRNOG00000002349/ENSRNOG00000002336/ENSRNOG00000006595/ENSRNOG00000007682/ENSRNOG00000005723/ENSRNOG00000002327/ENSRNOG00000020310/ENSRNOG00000006957/ENSRNOG00000033942/ENSRNOG00000008992/ENSRNOG00000049792/ENSRNOG00000006174	2.264.920.178	0.000364523	0.0075322
HPO	HP_PROMINENT_NASAL_BRIDGE	HP_PROMINENT_NASAL_BRIDGE	186	ENSRNOG00000042118/ENSRNOG00000060544/ENSRNOG00000013969/ENSRNOG00000002353/ENSRNOG00000003122/ENSRNOG00000001888/ENSRNOG00000007127/ENSRNOG00000014027/ENSRNOG00000016187/ENSRNOG00000026171/ENSRNOG00000030759/ENSRNOG00000010680/ENSRNOG00000068263/ENSRNOG00000028523/ENSRNOG00000021718/ENSRNOG00000025244/ENSRNOG00000030017/ENSRNOG00000054331/ENSRNOG00000007302/ENSRNOG00000008944/ENSRNOG00000007688/ENSRNOG00000015189/ENSRNOG00000015383/ENSRNOG00000000648/ENSRNOG00000001849/ENSRNOG00000009545/ENSRNOG00000003848/ENSRNOG00000011829/ENSRNOG00000004542/ENSRNOG00000016834/ENSRNOG00000029986/ENSRNOG00000008244/ENSRNOG00000001689/ENSRNOG00000025418/ENSRNOG00000024027/ENSRNOG00000059715/ENSRNOG00000021441/ENSRNOG00000015816/ENSRNOG00000009403/ENSRNOG00000004591/ENSRNOG00000004752/ENSRNOG00000045770/ENSRNOG00000003719/ENSRNOG00000001662/ENSRNOG00000006864/ENSRNOG00000024085/ENSRNOG00000026672/ENSRNOG00000009208/ENSRNOG00000051671/ENSRNOG00000052572/ENSRNOG00000021589/ENSRNOG00000028362/ENSRNOG00000004657/ENSRNOG00000056659/ENSRNOG00000066252/ENSRNOG00000010303/ENSRNOG00000049181/ENSRNOG00000008635/ENSRNOG00000004165/ENSRNOG00000029966/ENSRNOG00000010188/ENSRNOG00000009867/ENSRNOG00000016635/ENSRNOG00000002615/ENSRNOG00000009930/ENSRNOG00000057706/ENSRNOG00000019807/ENSRNOG00000012850/ENSRNOG00000033568/ENSRNOG00000000395/ENSRNOG00000047194/ENSRNOG00000004676/ENSRNOG00000015756/ENSRNOG00000038200/ENSRNOG00000017290/ENSRNOG00000004181/ENSRNOG00000020701/ENSRNOG00000000728/ENSRNOG00000024043	156.345.763	0.018998792	0.0079589
GOBP	GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	GOBP_CELL_CELL_SIGNALING_INVOLVED_IN_CARDIAC_CONDUCTION	28	ENSRNOG00000001825/ENSRNOG00000001557/ENSRNOG00000033531/ENSRNOG00000017060/ENSRNOG00000013147/ENSRNOG00000007090/ENSRNOG00000009450/ENSRNOG00000018378/ENSRNOG00000060528	0.533584541	0.001350747	0.0079706
HPO	HP_ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER	HP_ATTENTION_DEFICIT_HYPERACTIVITY_DISORDER	325	ENSRNOG00000005985/ENSRNOG00000055382/ENSRNOG00000020372/ENSRNOG00000054371/ENSRNOG00000010853/ENSRNOG00000060615/ENSRNOG00000060599/ENSRNOG00000003122/ENSRNOG00000001888/ENSRNOG00000008533/ENSRNOG00000019249/ENSRNOG00000010572/ENSRNOG00000004150/ENSRNOG00000004560/ENSRNOG00000010680/ENSRNOG00000038784/ENSRNOG00000002349/ENSRNOG00000033893/ENSRNOG00000003116/ENSRNOG00000011387/ENSRNOG00000013933/ENSRNOG00000001931/ENSRNOG00000016208/ENSRNOG00000028659/ENSRNOG00000049221/ENSRNOG00000023661/ENSRNOG00000000885/ENSRNOG00000001453/ENSRNOG00000017283/ENSRNOG00000046366/ENSRNOG00000039819/ENSRNOG00000000648/ENSRNOG00000001849/ENSRNOG00000003848/ENSRNOG00000014576/ENSRNOG00000001408/ENSRNOG00000005007/ENSRNOG00000012568/ENSRNOG00000011073/ENSRNOG00000002767/ENSRNOG00000027869/ENSRNOG00000006957/ENSRNOG00000032576/ENSRNOG00000018909/ENSRNOG00000004118/ENSRNOG00000065312/ENSRNOG00000033942/ENSRNOG00000001040/ENSRNOG00000005309/ENSRNOG00000011789/ENSRNOG00000066471/ENSRNOG00000003635/ENSRNOG00000002914/ENSRNOG00000022391/ENSRNOG00000006649/ENSRNOG00000045770/ENSRNOG00000001474/ENSRNOG00000001662/ENSRNOG00000016965/ENSRNOG00000013780/ENSRNOG00000052840/ENSRNOG00000008996/ENSRNOG00000048699/ENSRNOG00000012030/ENSRNOG00000011904/ENSRNOG00000024525/ENSRNOG00000009781/ENSRNOG00000070996/ENSRNOG00000012148/ENSRNOG00000021589/ENSRNOG00000002051/ENSRNOG00000056659/ENSRNOG00000010146/ENSRNOG00000025286/ENSRNOG00000006632/ENSRNOG00000049181/ENSRNOG00000014766/ENSRNOG00000013718/ENSRNOG00000010158/ENSRNOG00000069252/ENSRNOG00000010188/ENSRNOG00000012716/ENSRNOG00000020715/ENSRNOG00000003241/ENSRNOG00000060936/ENSRNOG00000005505/ENSRNOG00000015150/ENSRNOG00000001992/ENSRNOG00000019737/ENSRNOG00000019180/ENSRNOG00000012705/ENSRNOG00000033568/ENSRNOG00000003261/ENSRNOG00000011931/ENSRNOG00000007472/ENSRNOG00000003875/ENSRNOG00000004676/ENSRNOG00000061085	1.394.007.932	0.034445856	0.0080972
GOCC	GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	141	ENSRNOG00000033087/ENSRNOG00000016995/ENSRNOG00000020942/ENSRNOG00000049033/ENSRNOG00000019570/ENSRNOG00000018557/ENSRNOG00000019183/ENSRNOG00000032574/ENSRNOG00000001068/ENSRNOG00000016638/ENSRNOG00000012160/ENSRNOG00000067358/ENSRNOG00000024452/ENSRNOG00000015380/ENSRNOG00000009331/ENSRNOG00000019465/ENSRNOG00000017469/ENSRNOG00000003284/ENSRNOG00000063135/ENSRNOG00000019482/ENSRNOG00000004304/ENSRNOG00000005903/ENSRNOG00000047374/ENSRNOG00000069406/ENSRNOG00000013324/ENSRNOG00000009535/ENSRNOG00000016592/ENSRNOG00000013535/ENSRNOG00000001172/ENSRNOG00000011550/ENSRNOG00000003895/ENSRNOG00000050469/ENSRNOG00000015461/ENSRNOG00000068923/ENSRNOG00000039350/ENSRNOG00000008180/ENSRNOG00000058186/ENSRNOG00000009912/ENSRNOG00000030776/ENSRNOG00000010729/ENSRNOG00000006077/ENSRNOG00000018322/ENSRNOG00000001448/ENSRNOG00000023226/ENSRNOG00000016701/ENSRNOG00000020423/ENSRNOG00000008578/ENSRNOG00000004805/ENSRNOG00000037227/ENSRNOG00000029841/ENSRNOG00000030625/ENSRNOG00000050519/ENSRNOG00000005796/ENSRNOG00000009102/ENSRNOG00000010971/ENSRNOG00000057713/ENSRNOG00000001235/ENSRNOG00000050231	-151.889.027	0.030208446	0.0081137
GOBP	GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	23	ENSRNOG00000047035/ENSRNOG00000058422/ENSRNOG00000061246/ENSRNOG00000065741/ENSRNOG00000000655/ENSRNOG00000019202/ENSRNOG00000009468/ENSRNOG00000003522/ENSRNOG00000036829/ENSRNOG00000046452/ENSRNOG00000001296/ENSRNOG00000017123	-0.54532145	0.003799319	0.0082661
GOBP	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	GOBP_REGULATION_OF_POSTSYNAPTIC_MEMBRANE_POTENTIAL	109	ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000045816/ENSRNOG00000010911/ENSRNOG00000033881/ENSRNOG00000008237/ENSRNOG00000055499/ENSRNOG00000014290/ENSRNOG00000014862/ENSRNOG00000002349/ENSRNOG00000002336/ENSRNOG00000004049/ENSRNOG00000016429/ENSRNOG00000007682/ENSRNOG00000001492/ENSRNOG00000019486/ENSRNOG00000005723/ENSRNOG00000002327/ENSRNOG00000019423/ENSRNOG00000014006/ENSRNOG00000020310/ENSRNOG00000067416/ENSRNOG00000032576/ENSRNOG00000033942/ENSRNOG00000018385/ENSRNOG00000021441/ENSRNOG00000008992/ENSRNOG00000029871/ENSRNOG00000049792/ENSRNOG00000019752/ENSRNOG00000059683/ENSRNOG00000033134/ENSRNOG00000004048/ENSRNOG00000006174	0.419905449	1,10E+09	0.0093278
HPO	HP_ABNORMAL_HAIR_WHORL	HP_ABNORMAL_HAIR_WHORL	67	ENSRNOG00000005985/ENSRNOG00000012559/ENSRNOG00000008533/ENSRNOG00000010572/ENSRNOG00000013933/ENSRNOG00000049221/ENSRNOG00000003848/ENSRNOG00000014576/ENSRNOG00000001408/ENSRNOG00000012568/ENSRNOG00000011073/ENSRNOG00000006957/ENSRNOG00000004118/ENSRNOG00000002914/ENSRNOG00000052840/ENSRNOG00000008996/ENSRNOG00000011904/ENSRNOG00000003359/ENSRNOG00000010146/ENSRNOG00000013718/ENSRNOG00000010158/ENSRNOG00000037207/ENSRNOG00000033568/ENSRNOG00000005076/ENSRNOG00000001120/ENSRNOG00000011553/ENSRNOG00000009184/ENSRNOG00000009585/ENSRNOG00000013322/ENSRNOG00000004395/ENSRNOG00000045918/ENSRNOG00000005330/ENSRNOG00000012549/ENSRNOG00000016963/ENSRNOG00000004269/ENSRNOG00000054890/ENSRNOG00000047296/ENSRNOG00000013694/ENSRNOG00000003679/ENSRNOG00000024907	1.754.457.618	0.042079901	0.010325
HPO	HP_FETAL_DISTRESS	HP_FETAL_DISTRESS	40	ENSRNOG00000048320/ENSRNOG00000011383/ENSRNOG00000017674/ENSRNOG00000071176/ENSRNOG00000055079/ENSRNOG00000002999/ENSRNOG00000068001/ENSRNOG00000008569/ENSRNOG00000042503/ENSRNOG00000011849/ENSRNOG00000014645/ENSRNOG00000062531/ENSRNOG00000014870/ENSRNOG00000037647/ENSRNOG00000014568/ENSRNOG00000004444/ENSRNOG00000019484/ENSRNOG00000026260/ENSRNOG00000033615/ENSRNOG00000013994/ENSRNOG00000030644/ENSRNOG00000031033	-204.910.358	0.005057471	0.010405
GOMF	GOMF_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	GOMF_EXTRACELLULAR_LIGAND_GATED_ION_CHANNEL_ACTIVITY	49	ENSRNOG00000008766/ENSRNOG00000010853/ENSRNOG00000000368/ENSRNOG00000045816/ENSRNOG00000060599/ENSRNOG00000055499/ENSRNOG00000014862/ENSRNOG00000002349/ENSRNOG00000002336/ENSRNOG00000006595/ENSRNOG00000007682/ENSRNOG00000019486/ENSRNOG00000005723/ENSRNOG00000002327/ENSRNOG00000020310/ENSRNOG00000006957/ENSRNOG00000033942/ENSRNOG00000008992/ENSRNOG00000049792/ENSRNOG00000006174	2.180.686.632	0.000488581	0.010505
