category	ID	term	count	gene	logFC	adj_pval	zscore	magma_score
GOBP	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	GOBP_ANTIGEN_PROCESSING_AND_PRESENTATION_OF_EXOGENOUS_PEPTIDE_ANTIGEN_VIA_MHC_CLASS_II	20	ENSRNOG00000019708/ENSRNOG00000066773/ENSRNOG00000006963/ENSRNOG00000018566/ENSRNOG00000020206/ENSRNOG00000021157/ENSRNOG00000033215/ENSRNOG00000026762/ENSRNOG00000032708/ENSRNOG00000049491/ENSRNOG00000018735	-2.167915507	0.004103008	0	0.0017479
GOBP	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	GOBP_MONONUCLEAR_CELL_DIFFERENTIATION	364	ENSRNOG00000045889/ENSRNOG00000017602/ENSRNOG00000000767/ENSRNOG00000002365/ENSRNOG00000010265/ENSRNOG00000015076/ENSRNOG00000013927/ENSRNOG00000020478/ENSRNOG00000058593/ENSRNOG00000013321/ENSRNOG00000003716/ENSRNOG00000007200/ENSRNOG00000006932/ENSRNOG00000065264/ENSRNOG00000009598/ENSRNOG00000020125/ENSRNOG00000014156/ENSRNOG00000026293/ENSRNOG00000010358/ENSRNOG00000050430/ENSRNOG00000018092/ENSRNOG00000010947/ENSRNOG00000014294/ENSRNOG00000021528/ENSRNOG00000046452/ENSRNOG00000017869/ENSRNOG00000004158/ENSRNOG00000025094/ENSRNOG00000013562/ENSRNOG00000010665/ENSRNOG00000003992/ENSRNOG00000009131/ENSRNOG00000009705/ENSRNOG00000004444/ENSRNOG00000027145/ENSRNOG00000058422/ENSRNOG00000000569/ENSRNOG00000028504/ENSRNOG00000018706/ENSRNOG00000047035/ENSRNOG00000054764/ENSRNOG00000045636/ENSRNOG00000018364/ENSRNOG00000017828/ENSRNOG00000002969/ENSRNOG00000052407/ENSRNOG00000036711/ENSRNOG00000011683/ENSRNOG00000010645/ENSRNOG00000054217/ENSRNOG00000021144/ENSRNOG00000002568/ENSRNOG00000006860/ENSRNOG00000011096/ENSRNOG00000015480/ENSRNOG00000014605/ENSRNOG00000019075/ENSRNOG00000019614/ENSRNOG00000009982/ENSRNOG00000034164/ENSRNOG00000034025/ENSRNOG00000054954/ENSRNOG00000013265/ENSRNOG00000014287/ENSRNOG00000016037/ENSRNOG00000003170/ENSRNOG00000049281/ENSRNOG00000001250/ENSRNOG00000028353/ENSRNOG00000004649/ENSRNOG00000018709/ENSRNOG00000059984/ENSRNOG00000013166/ENSRNOG00000019264/ENSRNOG00000025069/ENSRNOG00000000655/ENSRNOG00000036828/ENSRNOG00000042318/ENSRNOG00000015945/ENSRNOG00000003520/ENSRNOG00000033235/ENSRNOG00000008736/ENSRNOG00000053449/ENSRNOG00000010798/ENSRNOG00000006311/ENSRNOG00000014333/ENSRNOG00000015027/ENSRNOG00000027811/ENSRNOG00000019742/ENSRNOG00000054172/ENSRNOG00000009615/ENSRNOG00000021082/ENSRNOG00000014011/ENSRNOG00000002227/ENSRNOG00000038877/ENSRNOG00000058586/ENSRNOG00000013240/ENSRNOG00000018566/ENSRNOG00000009884/ENSRNOG00000023664/ENSRNOG00000006952/ENSRNOG00000011500/ENSRNOG00000017319/ENSRNOG00000018233/ENSRNOG00000016219/ENSRNOG00000020716/ENSRNOG00000017469/ENSRNOG00000004409/ENSRNOG00000039980/ENSRNOG00000015668/ENSRNOG00000008133/ENSRNOG00000009354/ENSRNOG00000043098/ENSRNOG00000057347/ENSRNOG00000002950/ENSRNOG00000008465/ENSRNOG00000027839/ENSRNOG00000017560/ENSRNOG00000016069/ENSRNOG00000029980/ENSRNOG00000007261/ENSRNOG00000016451/ENSRNOG00000013578/ENSRNOG00000001452/ENSRNOG00000051986/ENSRNOG00000020465/ENSRNOG00000033215/ENSRNOG00000047647/ENSRNOG00000003486/ENSRNOG00000022975/ENSRNOG00000016119/ENSRNOG00000010283/ENSRNOG00000017020/ENSRNOG00000016595/ENSRNOG00000010278/ENSRNOG00000023708/ENSRNOG00000000299/ENSRNOG00000036829/ENSRNOG00000026762/ENSRNOG00000018414/ENSRNOG00000069521/ENSRNOG00000014464/ENSRNOG00000017783/ENSRNOG00000018735/ENSRNOG00000031163/ENSRNOG00000012881	-1.665866033	8.76E-05	0	0.0028265
KEGG	KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	102	ENSRNOG00000015430/ENSRNOG00000027954/ENSRNOG00000000699/ENSRNOG00000036711/ENSRNOG00000021243/ENSRNOG00000007922/ENSRNOG00000001989/ENSRNOG00000003365/ENSRNOG00000046007/ENSRNOG00000001926/ENSRNOG00000059947/ENSRNOG00000054495/ENSRNOG00000000655/ENSRNOG00000018668/ENSRNOG00000066773/ENSRNOG00000014333/ENSRNOG00000042848/ENSRNOG00000003654/ENSRNOG00000019977/ENSRNOG00000020277/ENSRNOG00000020884/ENSRNOG00000011927/ENSRNOG00000020679/ENSRNOG00000021103/ENSRNOG00000020129/ENSRNOG00000046196/ENSRNOG00000017980/ENSRNOG00000023109/ENSRNOG00000004414/ENSRNOG00000019728/ENSRNOG00000003171/ENSRNOG00000033215/ENSRNOG00000010283/ENSRNOG00000002176/ENSRNOG00000050071/ENSRNOG00000026762/ENSRNOG00000030889/ENSRNOG00000032708/ENSRNOG00000049491/ENSRNOG00000006403	-1.891671709	0.001843839	0	0.0030652
HPO	HP_ABNORMAL_GERM_CELL_MORPHOLOGY	HP_ABNORMAL_GERM_CELL_MORPHOLOGY	24	ENSRNOG00000056996/ENSRNOG00000006114/ENSRNOG00000052688/ENSRNOG00000002073/ENSRNOG00000058275/ENSRNOG00000045585/ENSRNOG00000026217/ENSRNOG00000049596/ENSRNOG00000058681/ENSRNOG00000002976/ENSRNOG00000037835/ENSRNOG00000024557/ENSRNOG00000016364	1.902844326	0.026509798	0	0.0034287
GOCC	GOCC_GLUTAMATERGIC_SYNAPSE	GOCC_GLUTAMATERGIC_SYNAPSE	307	ENSRNOG00000001709/ENSRNOG00000015093/ENSRNOG00000011203/ENSRNOG00000008098/ENSRNOG00000058938/ENSRNOG00000008157/ENSRNOG00000000048/ENSRNOG00000003864/ENSRNOG00000018798/ENSRNOG00000013689/ENSRNOG00000003975/ENSRNOG00000020247/ENSRNOG00000061450/ENSRNOG00000001068/ENSRNOG00000034254/ENSRNOG00000019207/ENSRNOG00000013694/ENSRNOG00000016611/ENSRNOG00000015480/ENSRNOG00000017927/ENSRNOG00000021182/ENSRNOG00000029165/ENSRNOG00000015616/ENSRNOG00000012999/ENSRNOG00000014928/ENSRNOG00000063590/ENSRNOG00000008921/ENSRNOG00000005428/ENSRNOG00000020833/ENSRNOG00000017223/ENSRNOG00000010682/ENSRNOG00000059479/ENSRNOG00000009658/ENSRNOG00000000394/ENSRNOG00000001494/ENSRNOG00000061543/ENSRNOG00000043465/ENSRNOG00000050090/ENSRNOG00000007346/ENSRNOG00000045791/ENSRNOG00000018708/ENSRNOG00000003742/ENSRNOG00000000105/ENSRNOG00000011156/ENSRNOG00000011282/ENSRNOG00000012302/ENSRNOG00000001302/ENSRNOG00000002413/ENSRNOG00000012623/ENSRNOG00000058842/ENSRNOG00000005479/ENSRNOG00000019400/ENSRNOG00000009209/ENSRNOG00000020839/ENSRNOG00000048782/ENSRNOG00000019430/ENSRNOG00000012683/ENSRNOG00000014302/ENSRNOG00000030714/ENSRNOG00000000483/ENSRNOG00000009495/ENSRNOG00000016398/ENSRNOG00000018212/ENSRNOG00000006979/ENSRNOG00000056837/ENSRNOG00000001006/ENSRNOG00000005700/ENSRNOG00000018385/ENSRNOG00000018454/ENSRNOG00000018526/ENSRNOG00000000774/ENSRNOG00000007456/ENSRNOG00000028733/ENSRNOG00000027839/ENSRNOG00000030920/ENSRNOG00000001452/ENSRNOG00000020474/ENSRNOG00000010688/ENSRNOG00000006204/ENSRNOG00000047545/ENSRNOG00000016156/ENSRNOG00000021824	-1.346667145	0.032966048	0	0.0036928
GOBP	GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN	GOBP_PROTEIN_LOCALIZATION_TO_CHROMATIN	31	ENSRNOG00000018815/ENSRNOG00000006048/ENSRNOG00000003122/ENSRNOG00000014750/ENSRNOG00000019358/ENSRNOG00000062922/ENSRNOG00000016029/ENSRNOG00000015921/ENSRNOG00000060355/ENSRNOG00000045918/ENSRNOG00000022778/ENSRNOG00000056907/ENSRNOG00000015796	1.977556443	0.008441352	0	0.0037815
GOBP	GOBP_T_CELL_MEDIATED_CYTOTOXICITY	GOBP_T_CELL_MEDIATED_CYTOTOXICITY	38	ENSRNOG00000030530/ENSRNOG00000046452/ENSRNOG00000058422/ENSRNOG00000047035/ENSRNOG00000000562/ENSRNOG00000009468/ENSRNOG00000054954/ENSRNOG00000000655/ENSRNOG00000017699/ENSRNOG00000052499/ENSRNOG00000002664/ENSRNOG00000016496/ENSRNOG00000001333/ENSRNOG00000016451/ENSRNOG00000060246/ENSRNOG00000020465/ENSRNOG00000033215/ENSRNOG00000036829/ENSRNOG00000014064	-1.840035813	0.01853247	0	0.0037927
GOBP	GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	GOBP_REGULATION_OF_CALCIUM_ION_TRANSPORT	220	ENSRNOG00000004900/ENSRNOG00000008170/ENSRNOG00000001383/ENSRNOG00000012098/ENSRNOG00000007949/ENSRNOG00000018895/ENSRNOG00000016592/ENSRNOG00000032951/ENSRNOG00000014294/ENSRNOG00000003967/ENSRNOG00000006136/ENSRNOG00000056836/ENSRNOG00000028746/ENSRNOG00000006110/ENSRNOG00000021259/ENSRNOG00000022256/ENSRNOG00000055917/ENSRNOG00000058422/ENSRNOG00000013014/ENSRNOG00000011205/ENSRNOG00000061450/ENSRNOG00000011073/ENSRNOG00000010645/ENSRNOG00000002215/ENSRNOG00000007744/ENSRNOG00000017927/ENSRNOG00000068093/ENSRNOG00000006604/ENSRNOG00000024349/ENSRNOG00000015603/ENSRNOG00000015075/ENSRNOG00000054954/ENSRNOG00000005046/ENSRNOG00000027808/ENSRNOG00000012329/ENSRNOG00000004060/ENSRNOG00000006375/ENSRNOG00000011589/ENSRNOG00000053449/ENSRNOG00000006090/ENSRNOG00000018784/ENSRNOG00000063051/ENSRNOG00000054274/ENSRNOG00000062887/ENSRNOG00000018461/ENSRNOG00000054172/ENSRNOG00000016770/ENSRNOG00000003245/ENSRNOG00000001302/ENSRNOG00000026548/ENSRNOG00000017078/ENSRNOG00000011912/ENSRNOG00000010906/ENSRNOG00000019430/ENSRNOG00000012609/ENSRNOG00000022298/ENSRNOG00000005108/ENSRNOG00000018712/ENSRNOG00000016326/ENSRNOG00000052080/ENSRNOG00000006979/ENSRNOG00000020425/ENSRNOG00000020719/ENSRNOG00000008176/ENSRNOG00000055579/ENSRNOG00000027839/ENSRNOG00000001336/ENSRNOG00000057569/ENSRNOG00000051986/ENSRNOG00000006324/ENSRNOG00000062101/ENSRNOG00000046683/ENSRNOG00000007290/ENSRNOG00000008050/ENSRNOG00000008822/ENSRNOG00000047545/ENSRNOG00000004749	-1.497233635	0.023180013	0	0.0054968
HPO	HP_HIGHLY_ARCHED_EYEBROW	HP_HIGHLY_ARCHED_EYEBROW	208	ENSRNOG00000016187/ENSRNOG00000011829/ENSRNOG00000047194/ENSRNOG00000003122/ENSRNOG00000013969/ENSRNOG00000008244/ENSRNOG00000009208/ENSRNOG00000013176/ENSRNOG00000012318/ENSRNOG00000042118/ENSRNOG00000017035/ENSRNOG00000057031/ENSRNOG00000003544/ENSRNOG00000014027/ENSRNOG00000015230/ENSRNOG00000021614/ENSRNOG00000021718/ENSRNOG00000059715/ENSRNOG00000056458/ENSRNOG00000006689/ENSRNOG00000010572/ENSRNOG00000007472/ENSRNOG00000052704/ENSRNOG00000025185/ENSRNOG00000015971/ENSRNOG00000022372/ENSRNOG00000027596/ENSRNOG00000015921/ENSRNOG00000047296/ENSRNOG00000005330/ENSRNOG00000009661/ENSRNOG00000028523/ENSRNOG00000010488/ENSRNOG00000025418/ENSRNOG00000006957/ENSRNOG00000053234/ENSRNOG00000006632/ENSRNOG00000011454/ENSRNOG00000003635/ENSRNOG00000019039/ENSRNOG00000017462/ENSRNOG00000065659/ENSRNOG00000007404/ENSRNOG00000001875/ENSRNOG00000034240/ENSRNOG00000026857/ENSRNOG00000045918/ENSRNOG00000008591/ENSRNOG00000024085/ENSRNOG00000003070/ENSRNOG00000011553/ENSRNOG00000032048/ENSRNOG00000027857/ENSRNOG00000007242/ENSRNOG00000000885/ENSRNOG00000002462/ENSRNOG00000020371/ENSRNOG00000004574/ENSRNOG00000004677/ENSRNOG00000056907/ENSRNOG00000006770/ENSRNOG00000029885/ENSRNOG00000015383/ENSRNOG00000020372/ENSRNOG00000033556/ENSRNOG00000052721/ENSRNOG00000013481/ENSRNOG00000031136/ENSRNOG00000004493/ENSRNOG00000001303/ENSRNOG00000011908/ENSRNOG00000015474/ENSRNOG00000018500/ENSRNOG00000015756/ENSRNOG00000014173/ENSRNOG00000003139/ENSRNOG00000038140/ENSRNOG00000017674/ENSRNOG00000071170/ENSRNOG00000008996	1.652924131	0.011337141	0	0.0061044
HPO	HP_FUNCTIONAL_ABNORMALITY_OF_THE_MIDDLE_EAR	HP_FUNCTIONAL_ABNORMALITY_OF_THE_MIDDLE_EAR	362	ENSRNOG00000042477/ENSRNOG00000016187/ENSRNOG00000022337/ENSRNOG00000011440/ENSRNOG00000054900/ENSRNOG00000003955/ENSRNOG00000018905/ENSRNOG00000059401/ENSRNOG00000001622/ENSRNOG00000018782/ENSRNOG00000021109/ENSRNOG00000021602/ENSRNOG00000015101/ENSRNOG00000058275/ENSRNOG00000012396/ENSRNOG00000048363/ENSRNOG00000003122/ENSRNOG00000013969/ENSRNOG00000046276/ENSRNOG00000043410/ENSRNOG00000008595/ENSRNOG00000004171/ENSRNOG00000025141/ENSRNOG00000013734/ENSRNOG00000042118/ENSRNOG00000029456/ENSRNOG00000010453/ENSRNOG00000014027/ENSRNOG00000017473/ENSRNOG00000021614/ENSRNOG00000004831/ENSRNOG00000022166/ENSRNOG00000004342/ENSRNOG00000006689/ENSRNOG00000017178/ENSRNOG00000016913/ENSRNOG00000015590/ENSRNOG00000012705/ENSRNOG00000018762/ENSRNOG00000008049/ENSRNOG00000010572/ENSRNOG00000009881/ENSRNOG00000008807/ENSRNOG00000003013/ENSRNOG00000000648/ENSRNOG00000038600/ENSRNOG00000026649/ENSRNOG00000012629/ENSRNOG00000057862/ENSRNOG00000006067/ENSRNOG00000025629/ENSRNOG00000024523/ENSRNOG00000056553/ENSRNOG00000015971/ENSRNOG00000001083/ENSRNOG00000013994/ENSRNOG00000030212/ENSRNOG00000049696/ENSRNOG00000029512/ENSRNOG00000061346/ENSRNOG00000058916/ENSRNOG00000024905/ENSRNOG00000017960/ENSRNOG00000010418/ENSRNOG00000047296/ENSRNOG00000005330/ENSRNOG00000005451/ENSRNOG00000005228/ENSRNOG00000004542/ENSRNOG00000058560/ENSRNOG00000020470/ENSRNOG00000010488/ENSRNOG00000006957/ENSRNOG00000053234/ENSRNOG00000009582/ENSRNOG00000011144/ENSRNOG00000006864/ENSRNOG00000016545/ENSRNOG00000065659/ENSRNOG00000017940/ENSRNOG00000007404	1.602063332	0.002538591	0	0.0065547
HPO	HP_INCREASED_BODY_WEIGHT	HP_INCREASED_BODY_WEIGHT	429	ENSRNOG00000042477/ENSRNOG00000016187/ENSRNOG00000003554/ENSRNOG00000000775/ENSRNOG00000024468/ENSRNOG00000003955/ENSRNOG00000017310/ENSRNOG00000048849/ENSRNOG00000001622/ENSRNOG00000010406/ENSRNOG00000008193/ENSRNOG00000060542/ENSRNOG00000015101/ENSRNOG00000012396/ENSRNOG00000047194/ENSRNOG00000003122/ENSRNOG00000013969/ENSRNOG00000054331/ENSRNOG00000005540/ENSRNOG00000047019/ENSRNOG00000010545/ENSRNOG00000033099/ENSRNOG00000039994/ENSRNOG00000004181/ENSRNOG00000025141/ENSRNOG00000051480/ENSRNOG00000029456/ENSRNOG00000010453/ENSRNOG00000011991/ENSRNOG00000015230/ENSRNOG00000022391/ENSRNOG00000026171/ENSRNOG00000004342/ENSRNOG00000056458/ENSRNOG00000006689/ENSRNOG00000015816/ENSRNOG00000006063/ENSRNOG00000029966/ENSRNOG00000009881/ENSRNOG00000008807/ENSRNOG00000003013/ENSRNOG00000000648/ENSRNOG00000026649/ENSRNOG00000066471/ENSRNOG00000007127/ENSRNOG00000012629/ENSRNOG00000025629/ENSRNOG00000005765/ENSRNOG00000056553/ENSRNOG00000013994/ENSRNOG00000030212/ENSRNOG00000007315/ENSRNOG00000022938/ENSRNOG00000012674/ENSRNOG00000011305/ENSRNOG00000000196/ENSRNOG00000003848/ENSRNOG00000017960/ENSRNOG00000061080/ENSRNOG00000047296/ENSRNOG00000005330/ENSRNOG00000000715/ENSRNOG00000004542/ENSRNOG00000014866/ENSRNOG00000002276/ENSRNOG00000004776/ENSRNOG00000009582/ENSRNOG00000011144/ENSRNOG00000006632/ENSRNOG00000006864/ENSRNOG00000008706/ENSRNOG00000001453/ENSRNOG00000016545/ENSRNOG00000019039/ENSRNOG00000065659/ENSRNOG00000017940/ENSRNOG00000007106/ENSRNOG00000005281/ENSRNOG00000017712/ENSRNOG00000018892/ENSRNOG00000053599/ENSRNOG00000053400/ENSRNOG00000003070/ENSRNOG00000064584/ENSRNOG00000001689/ENSRNOG00000007242/ENSRNOG00000046366/ENSRNOG00000015189/ENSRNOG00000004574/ENSRNOG00000014986/ENSRNOG00000042536/ENSRNOG00000051498/ENSRNOG00000008652/ENSRNOG00000056907/ENSRNOG00000006770/ENSRNOG00000000869/ENSRNOG00000001451/ENSRNOG00000004415/ENSRNOG00000020372/ENSRNOG00000004322/ENSRNOG00000020557/ENSRNOG00000033556/ENSRNOG00000052721/ENSRNOG00000008075/ENSRNOG00000018692/ENSRNOG00000000977/ENSRNOG00000013729/ENSRNOG00000003738/ENSRNOG00000012199/ENSRNOG00000004118/ENSRNOG00000004676/ENSRNOG00000022343/ENSRNOG00000006857/ENSRNOG00000057464/ENSRNOG00000010729/ENSRNOG00000018931/ENSRNOG00000015756/ENSRNOG00000014173/ENSRNOG00000003139/ENSRNOG00000013574/ENSRNOG00000010676/ENSRNOG00000053979/ENSRNOG00000021748/ENSRNOG00000005609/ENSRNOG00000016121	1.403974468	0.04319819	0	0.0065599
GOBP	GOBP_SPERM_FLAGELLUM_ASSEMBLY	GOBP_SPERM_FLAGELLUM_ASSEMBLY	23	ENSRNOG00000054475/ENSRNOG00000056996/ENSRNOG00000057867/ENSRNOG00000006114/ENSRNOG00000058275/ENSRNOG00000008595/ENSRNOG00000059348/ENSRNOG00000025787/ENSRNOG00000026217/ENSRNOG00000049596/ENSRNOG00000009061	2.174523254	0.001909467	0	0.0073326
GOMF	GOMF_ATP_HYDROLYSIS_ACTIVITY	GOMF_ATP_HYDROLYSIS_ACTIVITY	296	ENSRNOG00000007523/ENSRNOG00000018603/ENSRNOG00000015440/ENSRNOG00000011453/ENSRNOG00000017938/ENSRNOG00000046276/ENSRNOG00000023299/ENSRNOG00000013089/ENSRNOG00000037211/ENSRNOG00000015212/ENSRNOG00000002852/ENSRNOG00000030572/ENSRNOG00000004076/ENSRNOG00000058973/ENSRNOG00000049302/ENSRNOG00000027136/ENSRNOG00000012946/ENSRNOG00000021713/ENSRNOG00000020891/ENSRNOG00000054272/ENSRNOG00000050647/ENSRNOG00000011092/ENSRNOG00000047513/ENSRNOG00000006689/ENSRNOG00000003844/ENSRNOG00000006391/ENSRNOG00000019592/ENSRNOG00000012716/ENSRNOG00000013533/ENSRNOG00000024428/ENSRNOG00000017788/ENSRNOG00000001455/ENSRNOG00000061928/ENSRNOG00000022325/ENSRNOG00000025991/ENSRNOG00000043033/ENSRNOG00000018929/ENSRNOG00000003629/ENSRNOG00000013661/ENSRNOG00000015162/ENSRNOG00000000387/ENSRNOG00000003208/ENSRNOG00000008841/ENSRNOG00000014996/ENSRNOG00000021903/ENSRNOG00000017466/ENSRNOG00000008062/ENSRNOG00000017462/ENSRNOG00000006699/ENSRNOG00000026857/ENSRNOG00000006227/ENSRNOG00000015274/ENSRNOG00000021412/ENSRNOG00000021637/ENSRNOG00000024194/ENSRNOG00000005037/ENSRNOG00000014319/ENSRNOG00000014530/ENSRNOG00000018549/ENSRNOG00000039241/ENSRNOG00000015082/ENSRNOG00000018149/ENSRNOG00000004549/ENSRNOG00000015796/ENSRNOG00000029316/ENSRNOG00000015928/ENSRNOG00000004679/ENSRNOG00000005250/ENSRNOG00000004373/ENSRNOG00000012414/ENSRNOG00000014434/ENSRNOG00000027513/ENSRNOG00000016316/ENSRNOG00000033065/ENSRNOG00000063018/ENSRNOG00000000396/ENSRNOG00000018294/ENSRNOG00000001833/ENSRNOG00000003703/ENSRNOG00000014599/ENSRNOG00000014173/ENSRNOG00000003139/ENSRNOG00000000841/ENSRNOG00000015150/ENSRNOG00000008870/ENSRNOG00000007515/ENSRNOG00000060356/ENSRNOG00000010274/ENSRNOG00000037604/ENSRNOG00000013040/ENSRNOG00000020848/ENSRNOG00000030017/ENSRNOG00000030157/ENSRNOG00000000392/ENSRNOG00000014844	1.560825456	0.010301654	0	0.0078589
HPO	HP_PROMINENT_NASAL_BRIDGE	HP_PROMINENT_NASAL_BRIDGE	193	ENSRNOG00000016187/ENSRNOG00000011829/ENSRNOG00000009867/ENSRNOG00000042460/ENSRNOG00000047194/ENSRNOG00000003122/ENSRNOG00000013969/ENSRNOG00000054331/ENSRNOG00000008244/ENSRNOG00000047019/ENSRNOG00000004165/ENSRNOG00000013774/ENSRNOG00000009208/ENSRNOG00000039994/ENSRNOG00000008658/ENSRNOG00000004181/ENSRNOG00000042118/ENSRNOG00000017035/ENSRNOG00000014027/ENSRNOG00000021718/ENSRNOG00000026171/ENSRNOG00000059715/ENSRNOG00000003388/ENSRNOG00000056458/ENSRNOG00000030515/ENSRNOG00000020701/ENSRNOG00000015816/ENSRNOG00000006063/ENSRNOG00000029966/ENSRNOG00000052704/ENSRNOG00000000648/ENSRNOG00000007127/ENSRNOG00000016029/ENSRNOG00000011305/ENSRNOG00000002353/ENSRNOG00000003848/ENSRNOG00000004542/ENSRNOG00000028523/ENSRNOG00000010488/ENSRNOG00000025418/ENSRNOG00000038200/ENSRNOG00000011454/ENSRNOG00000006864/ENSRNOG00000019039/ENSRNOG00000034240/ENSRNOG00000052572/ENSRNOG00000026857/ENSRNOG00000004581/ENSRNOG00000015389/ENSRNOG00000016248/ENSRNOG00000004591/ENSRNOG00000006285/ENSRNOG00000024085/ENSRNOG00000003070/ENSRNOG00000001689/ENSRNOG00000027857/ENSRNOG00000015189/ENSRNOG00000002462/ENSRNOG00000020371/ENSRNOG00000008580/ENSRNOG00000004574/ENSRNOG00000008643/ENSRNOG00000001867/ENSRNOG00000015383/ENSRNOG00000026143/ENSRNOG00000033556/ENSRNOG00000008075/ENSRNOG00000002615/ENSRNOG00000010188/ENSRNOG00000001303/ENSRNOG00000004676/ENSRNOG00000001958/ENSRNOG00000024043/ENSRNOG00000007688/ENSRNOG00000004903/ENSRNOG00000015756/ENSRNOG00000014173/ENSRNOG00000003139	1.990494508	1.46E-05	0	0.0079589
GOBP	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	139	ENSRNOG00000058053/ENSRNOG00000010265/ENSRNOG00000018524/ENSRNOG00000025990/ENSRNOG00000020125/ENSRNOG00000012611/ENSRNOG00000019438/ENSRNOG00000001849/ENSRNOG00000014294/ENSRNOG00000046452/ENSRNOG00000006695/ENSRNOG00000010665/ENSRNOG00000021259/ENSRNOG00000009535/ENSRNOG00000009131/ENSRNOG00000009705/ENSRNOG00000052407/ENSRNOG00000010645/ENSRNOG00000006860/ENSRNOG00000000097/ENSRNOG00000016611/ENSRNOG00000019614/ENSRNOG00000057058/ENSRNOG00000033134/ENSRNOG00000015019/ENSRNOG00000006604/ENSRNOG00000034025/ENSRNOG00000005917/ENSRNOG00000014287/ENSRNOG00000019374/ENSRNOG00000017418/ENSRNOG00000001908/ENSRNOG00000000655/ENSRNOG00000046794/ENSRNOG00000010798/ENSRNOG00000032247/ENSRNOG00000017737/ENSRNOG00000036798/ENSRNOG00000054274/ENSRNOG00000010691/ENSRNOG00000027811/ENSRNOG00000017514/ENSRNOG00000003298/ENSRNOG00000038877/ENSRNOG00000001425/ENSRNOG00000023109/ENSRNOG00000012965/ENSRNOG00000051986/ENSRNOG00000033215/ENSRNOG00000003486/ENSRNOG00000022975/ENSRNOG00000010283/ENSRNOG00000017020/ENSRNOG00000011054/ENSRNOG00000003705/ENSRNOG00000036829/ENSRNOG00000032708/ENSRNOG00000031163	-1.535270349	0.03195019	0	0.0080952
GOBP	GOBP_GERM_CELL_DEVELOPMENT	GOBP_GERM_CELL_DEVELOPMENT	231	ENSRNOG00000054475/ENSRNOG00000014584/ENSRNOG00000013807/ENSRNOG00000047436/ENSRNOG00000020271/ENSRNOG00000007942/ENSRNOG00000056996/ENSRNOG00000013111/ENSRNOG00000057867/ENSRNOG00000006114/ENSRNOG00000058275/ENSRNOG00000025286/ENSRNOG00000045585/ENSRNOG00000026446/ENSRNOG00000008595/ENSRNOG00000048818/ENSRNOG00000021248/ENSRNOG00000059348/ENSRNOG00000012964/ENSRNOG00000012318/ENSRNOG00000025787/ENSRNOG00000026217/ENSRNOG00000034089/ENSRNOG00000049596/ENSRNOG00000017838/ENSRNOG00000004221/ENSRNOG00000026226/ENSRNOG00000026171/ENSRNOG00000008059/ENSRNOG00000009061/ENSRNOG00000068261/ENSRNOG00000068869/ENSRNOG00000014478/ENSRNOG00000052062/ENSRNOG00000057945/ENSRNOG00000057862/ENSRNOG00000025378/ENSRNOG00000009149/ENSRNOG00000021657/ENSRNOG00000020118/ENSRNOG00000042259/ENSRNOG00000060100/ENSRNOG00000017399/ENSRNOG00000001996/ENSRNOG00000060340/ENSRNOG00000017960/ENSRNOG00000016835/ENSRNOG00000039315/ENSRNOG00000003919/ENSRNOG00000009972/ENSRNOG00000060052/ENSRNOG00000006792	1.554807387	0.016641078	0	0.0087869
GOBP	GOBP_SPERMATID_DIFFERENTIATION	GOBP_SPERMATID_DIFFERENTIATION	137	ENSRNOG00000054475/ENSRNOG00000014584/ENSRNOG00000013807/ENSRNOG00000047436/ENSRNOG00000007942/ENSRNOG00000056996/ENSRNOG00000057867/ENSRNOG00000006114/ENSRNOG00000058275/ENSRNOG00000025286/ENSRNOG00000045585/ENSRNOG00000008595/ENSRNOG00000048818/ENSRNOG00000059348/ENSRNOG00000012964/ENSRNOG00000025787/ENSRNOG00000026217/ENSRNOG00000034089/ENSRNOG00000049596/ENSRNOG00000026226/ENSRNOG00000026171/ENSRNOG00000008059/ENSRNOG00000009061/ENSRNOG00000068261/ENSRNOG00000068869/ENSRNOG00000014478/ENSRNOG00000057945/ENSRNOG00000057862/ENSRNOG00000009149/ENSRNOG00000021657/ENSRNOG00000020118/ENSRNOG00000042259/ENSRNOG00000060100/ENSRNOG00000017399/ENSRNOG00000060340/ENSRNOG00000016835/ENSRNOG00000039315	1.913201204	0.000451081	0	0.0096771
