category	ID	term	count	gene	logFC	adj_pval	zscore	magma_score
GOBP	GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	395	ENSRNOG00000018445/ENSRNOG00000004344/ENSRNOG00000005257/ENSRNOG00000012061/ENSRNOG00000018509/ENSRNOG00000029450/ENSRNOG00000008223/ENSRNOG00000013953/ENSRNOG00000013368/ENSRNOG00000021581/ENSRNOG00000060806/ENSRNOG00000019308/ENSRNOG00000001295/ENSRNOG00000050206/ENSRNOG00000052051/ENSRNOG00000007420/ENSRNOG00000004049/ENSRNOG00000017108/ENSRNOG00000014361/ENSRNOG00000032828/ENSRNOG00000005355/ENSRNOG00000007033/ENSRNOG00000056612/ENSRNOG00000016872/ENSRNOG00000017333/ENSRNOG00000033261/ENSRNOG00000059683/ENSRNOG00000014230/ENSRNOG00000065511/ENSRNOG00000010038/ENSRNOG00000001849/ENSRNOG00000014806/ENSRNOG00000020731/ENSRNOG00000016592/ENSRNOG00000012362/ENSRNOG00000004650/ENSRNOG00000011507/ENSRNOG00000016571/ENSRNOG00000020279/ENSRNOG00000013213/ENSRNOG00000020845/ENSRNOG00000001436/ENSRNOG00000008766/ENSRNOG00000053232/ENSRNOG00000014218/ENSRNOG00000049407/ENSRNOG00000021259/ENSRNOG00000014427/ENSRNOG00000018839/ENSRNOG00000049766/ENSRNOG00000008098/ENSRNOG00000001492/ENSRNOG00000000048/ENSRNOG00000003864/ENSRNOG00000058422/ENSRNOG00000013689/ENSRNOG00000015430/ENSRNOG00000020247/ENSRNOG00000018364/ENSRNOG00000046949/ENSRNOG00000008810/ENSRNOG00000059720/ENSRNOG00000019207/ENSRNOG00000003442/ENSRNOG00000013694/ENSRNOG00000016611/ENSRNOG00000015480/ENSRNOG00000009932/ENSRNOG00000011134/ENSRNOG00000010868/ENSRNOG00000020009/ENSRNOG00000033134/ENSRNOG00000029165/ENSRNOG00000015616/ENSRNOG00000014928/ENSRNOG00000015603/ENSRNOG00000054954/ENSRNOG00000016977/ENSRNOG00000020833/ENSRNOG00000004649/ENSRNOG00000059479/ENSRNOG00000021441/ENSRNOG00000009658/ENSRNOG00000015385/ENSRNOG00000000394/ENSRNOG00000016163/ENSRNOG00000003147/ENSRNOG00000017673/ENSRNOG00000030927/ENSRNOG00000017737/ENSRNOG00000043465/ENSRNOG00000006090/ENSRNOG00000018784/ENSRNOG00000058975/ENSRNOG00000045791/ENSRNOG00000061270/ENSRNOG00000052296/ENSRNOG00000000105/ENSRNOG00000011156/ENSRNOG00000003709/ENSRNOG00000056151/ENSRNOG00000016770/ENSRNOG00000001302/ENSRNOG00000058006/ENSRNOG00000002227/ENSRNOG00000046227/ENSRNOG00000020339/ENSRNOG00000011751/ENSRNOG00000006093/ENSRNOG00000029912/ENSRNOG00000048782/ENSRNOG00000017801/ENSRNOG00000060229/ENSRNOG00000014302/ENSRNOG00000052795/ENSRNOG00000018712/ENSRNOG00000000483/ENSRNOG00000009495/ENSRNOG00000001416/ENSRNOG00000016326/ENSRNOG00000016398/ENSRNOG00000052080/ENSRNOG00000056837/ENSRNOG00000001006/ENSRNOG00000005700/ENSRNOG00000020653/ENSRNOG00000018454/ENSRNOG00000018526/ENSRNOG00000000774/ENSRNOG00000007456/ENSRNOG00000028733/ENSRNOG00000027839/ENSRNOG00000009260/ENSRNOG00000049560/ENSRNOG00000011171/ENSRNOG00000005284/ENSRNOG00000011826/ENSRNOG00000020482/ENSRNOG00000007147/ENSRNOG00000007290/ENSRNOG00000001259/ENSRNOG00000010688/ENSRNOG00000047545/ENSRNOG00000016156/ENSRNOG00000013171/ENSRNOG00000006527/ENSRNOG00000012448/ENSRNOG00000004749	-1.342086235	0.04363478	0	0.022226
GOBP	GOBP_CENTRIOLE_CENTRIOLE_COHESION	GOBP_CENTRIOLE_CENTRIOLE_COHESION	14	ENSRNOG00000014584/ENSRNOG00000005540/ENSRNOG00000002153/ENSRNOG00000010566/ENSRNOG00000019340/ENSRNOG00000043151/ENSRNOG00000038200/ENSRNOG00000008334	1.833554789	0.034803673	0	0.023438
GOBP	GOBP_T_CELL_DIFFERENTIATION	GOBP_T_CELL_DIFFERENTIATION	226	ENSRNOG00000009705/ENSRNOG00000027145/ENSRNOG00000058422/ENSRNOG00000000569/ENSRNOG00000028504/ENSRNOG00000047035/ENSRNOG00000018364/ENSRNOG00000017828/ENSRNOG00000002969/ENSRNOG00000036711/ENSRNOG00000054217/ENSRNOG00000002568/ENSRNOG00000006860/ENSRNOG00000015480/ENSRNOG00000014605/ENSRNOG00000019075/ENSRNOG00000019614/ENSRNOG00000009982/ENSRNOG00000054954/ENSRNOG00000013265/ENSRNOG00000014287/ENSRNOG00000016037/ENSRNOG00000003170/ENSRNOG00000049281/ENSRNOG00000001250/ENSRNOG00000028353/ENSRNOG00000004649/ENSRNOG00000018709/ENSRNOG00000013166/ENSRNOG00000025069/ENSRNOG00000000655/ENSRNOG00000015945/ENSRNOG00000003520/ENSRNOG00000033235/ENSRNOG00000053449/ENSRNOG00000006311/ENSRNOG00000015027/ENSRNOG00000027811/ENSRNOG00000019742/ENSRNOG00000054172/ENSRNOG00000009615/ENSRNOG00000021082/ENSRNOG00000014011/ENSRNOG00000002227/ENSRNOG00000038877/ENSRNOG00000013240/ENSRNOG00000018566/ENSRNOG00000023664/ENSRNOG00000006952/ENSRNOG00000016219/ENSRNOG00000017469/ENSRNOG00000004409/ENSRNOG00000015668/ENSRNOG00000009354/ENSRNOG00000017560/ENSRNOG00000016069/ENSRNOG00000029980/ENSRNOG00000007261/ENSRNOG00000016451/ENSRNOG00000020465/ENSRNOG00000033215/ENSRNOG00000047647/ENSRNOG00000016119/ENSRNOG00000010283/ENSRNOG00000010278/ENSRNOG00000000299/ENSRNOG00000036829/ENSRNOG00000026762/ENSRNOG00000069521/ENSRNOG00000018735/ENSRNOG00000031163/ENSRNOG00000012881	-1.460444325	0.03600497	0	0.023702
GOBP	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PHASE_TRANSITION	217	ENSRNOG00000018815/ENSRNOG00000006048/ENSRNOG00000042460/ENSRNOG00000016891/ENSRNOG00000015622/ENSRNOG00000014590/ENSRNOG00000006921/ENSRNOG00000038328/ENSRNOG00000007906/ENSRNOG00000020670/ENSRNOG00000012528/ENSRNOG00000003388/ENSRNOG00000012153/ENSRNOG00000011332/ENSRNOG00000020701/ENSRNOG00000006027/ENSRNOG00000014419/ENSRNOG00000003258/ENSRNOG00000033133/ENSRNOG00000008410/ENSRNOG00000037430/ENSRNOG00000033658/ENSRNOG00000002146/ENSRNOG00000007249/ENSRNOG00000004709/ENSRNOG00000006304/ENSRNOG00000016029/ENSRNOG00000015332/ENSRNOG00000005788/ENSRNOG00000018999/ENSRNOG00000012141/ENSRNOG00000032813/ENSRNOG00000000236/ENSRNOG00000000387/ENSRNOG00000004667/ENSRNOG00000032778/ENSRNOG00000008841/ENSRNOG00000002175/ENSRNOG00000018063/ENSRNOG00000013727/ENSRNOG00000007325/ENSRNOG00000021412/ENSRNOG00000008816/ENSRNOG00000001265/ENSRNOG00000069187/ENSRNOG00000046257/ENSRNOG00000008580/ENSRNOG00000025028/ENSRNOG00000015796/ENSRNOG00000058539/ENSRNOG00000004263/ENSRNOG00000008456/ENSRNOG00000012012/ENSRNOG00000006735/ENSRNOG00000012199/ENSRNOG00000001138/ENSRNOG00000032546/ENSRNOG00000023577/ENSRNOG00000028517/ENSRNOG00000010027/ENSRNOG00000058646/ENSRNOG00000023698/ENSRNOG00000000841/ENSRNOG00000003694/ENSRNOG00000021480/ENSRNOG00000030017/ENSRNOG00000018353/ENSRNOG00000002012/ENSRNOG00000017251/ENSRNOG00000011523/ENSRNOG00000005141/ENSRNOG00000003048/ENSRNOG00000000521/ENSRNOG00000009506/ENSRNOG00000006622/ENSRNOG00000024420/ENSRNOG00000018698/ENSRNOG00000009192/ENSRNOG00000024139/ENSRNOG00000004195/ENSRNOG00000010756/ENSRNOG00000050473/ENSRNOG00000070046/ENSRNOG00000037509/ENSRNOG00000005067/ENSRNOG00000009134/ENSRNOG00000061085/ENSRNOG00000026754/ENSRNOG00000060129/ENSRNOG00000054479	1.514347271	0.023718983	0	0.023758
GOMF	GOMF_MICROTUBULE_MOTOR_ACTIVITY	GOMF_MICROTUBULE_MOTOR_ACTIVITY	58	ENSRNOG00000009781/ENSRNOG00000060984/ENSRNOG00000052688/ENSRNOG00000011453/ENSRNOG00000059865/ENSRNOG00000048363/ENSRNOG00000013089/ENSRNOG00000037211/ENSRNOG00000004171/ENSRNOG00000051291/ENSRNOG00000021713/ENSRNOG00000020891/ENSRNOG00000012735/ENSRNOG00000024428/ENSRNOG00000001455/ENSRNOG00000024523/ENSRNOG00000018929/ENSRNOG00000013661/ENSRNOG00000038035/ENSRNOG00000005451/ENSRNOG00000017466	2.105596351	0.000411058	0	0.023818
GOBP	GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_PEPTIDASE_ACTIVITY	168	ENSRNOG00000013213/ENSRNOG00000056836/ENSRNOG00000023383/ENSRNOG00000008766/ENSRNOG00000001420/ENSRNOG00000023816/ENSRNOG00000033697/ENSRNOG00000009705/ENSRNOG00000016010/ENSRNOG00000000569/ENSRNOG00000010747/ENSRNOG00000047035/ENSRNOG00000062473/ENSRNOG00000049179/ENSRNOG00000017912/ENSRNOG00000011483/ENSRNOG00000004828/ENSRNOG00000011994/ENSRNOG00000008134/ENSRNOG00000039698/ENSRNOG00000012439/ENSRNOG00000003170/ENSRNOG00000012944/ENSRNOG00000017418/ENSRNOG00000006557/ENSRNOG00000046007/ENSRNOG00000012394/ENSRNOG00000020941/ENSRNOG00000043007/ENSRNOG00000015385/ENSRNOG00000020602/ENSRNOG00000005810/ENSRNOG00000006394/ENSRNOG00000019246/ENSRNOG00000067968/ENSRNOG00000052620/ENSRNOG00000019742/ENSRNOG00000015365/ENSRNOG00000022448/ENSRNOG00000014137/ENSRNOG00000019041/ENSRNOG00000018416/ENSRNOG00000011800/ENSRNOG00000007081/ENSRNOG00000023143/ENSRNOG00000014288/ENSRNOG00000016551/ENSRNOG00000020206/ENSRNOG00000008620/ENSRNOG00000033434/ENSRNOG00000006818/ENSRNOG00000003486/ENSRNOG00000011054/ENSRNOG00000015036/ENSRNOG00000014350/ENSRNOG00000015477/ENSRNOG00000014064/ENSRNOG00000025001/ENSRNOG00000046848/ENSRNOG00000054251/ENSRNOG00000007637/ENSRNOG00000019675	-1.621999674	0.016740843	0	0.024171
GOBP	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GOBP_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	145	ENSRNOG00000047907/ENSRNOG00000014361/ENSRNOG00000019812/ENSRNOG00000000321/ENSRNOG00000015182/ENSRNOG00000039852/ENSRNOG00000060869/ENSRNOG00000007864/ENSRNOG00000014294/ENSRNOG00000052025/ENSRNOG00000019466/ENSRNOG00000013172/ENSRNOG00000003840/ENSRNOG00000019950/ENSRNOG00000056836/ENSRNOG00000020230/ENSRNOG00000033697/ENSRNOG00000016010/ENSRNOG00000047035/ENSRNOG00000028198/ENSRNOG00000005854/ENSRNOG00000014048/ENSRNOG00000002568/ENSRNOG00000005191/ENSRNOG00000006238/ENSRNOG00000014504/ENSRNOG00000006967/ENSRNOG00000014378/ENSRNOG00000008565/ENSRNOG00000009207/ENSRNOG00000016299/ENSRNOG00000002388/ENSRNOG00000019333/ENSRNOG00000049517/ENSRNOG00000010522/ENSRNOG00000000655/ENSRNOG00000021166/ENSRNOG00000042137/ENSRNOG00000058856/ENSRNOG00000005871/ENSRNOG00000010303/ENSRNOG00000023334/ENSRNOG00000017933/ENSRNOG00000000437/ENSRNOG00000010906/ENSRNOG00000022540/ENSRNOG00000031312/ENSRNOG00000018233/ENSRNOG00000020716/ENSRNOG00000013578/ENSRNOG00000069579/ENSRNOG00000017147/ENSRNOG00000011054/ENSRNOG00000010278/ENSRNOG00000012017/ENSRNOG00000010626/ENSRNOG00000018735/ENSRNOG00000039848/ENSRNOG00000015588/ENSRNOG00000019675	-1.635513214	0.009204562	0	0.024917
GOBP	GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	GOBP_REGULATION_OF_ORGANELLE_ASSEMBLY	211	ENSRNOG00000018815/ENSRNOG00000014584/ENSRNOG00000036598/ENSRNOG00000027542/ENSRNOG00000001758/ENSRNOG00000001928/ENSRNOG00000057867/ENSRNOG00000021602/ENSRNOG00000015101/ENSRNOG00000001786/ENSRNOG00000027405/ENSRNOG00000003075/ENSRNOG00000004181/ENSRNOG00000006174/ENSRNOG00000003889/ENSRNOG00000038720/ENSRNOG00000010999/ENSRNOG00000017035/ENSRNOG00000002153/ENSRNOG00000000942/ENSRNOG00000026171/ENSRNOG00000020891/ENSRNOG00000050647/ENSRNOG00000011871/ENSRNOG00000012735/ENSRNOG00000001609/ENSRNOG00000020701/ENSRNOG00000007286/ENSRNOG00000016670/ENSRNOG00000003003/ENSRNOG00000012799/ENSRNOG00000008807/ENSRNOG00000022597/ENSRNOG00000014059/ENSRNOG00000012237/ENSRNOG00000004909/ENSRNOG00000018991/ENSRNOG00000006139/ENSRNOG00000005788/ENSRNOG00000002353/ENSRNOG00000004057/ENSRNOG00000009336/ENSRNOG00000015211/ENSRNOG00000005711/ENSRNOG00000024336/ENSRNOG00000016812/ENSRNOG00000017132/ENSRNOG00000020272/ENSRNOG00000001191/ENSRNOG00000000417/ENSRNOG00000016545/ENSRNOG00000039024/ENSRNOG00000032441/ENSRNOG00000006545/ENSRNOG00000008334/ENSRNOG00000017644	1.812140106	0.0003657	0	0.025527
GOBP	GOBP_POTASSIUM_ION_HOMEOSTASIS	GOBP_POTASSIUM_ION_HOMEOSTASIS	28	ENSRNOG00000064933/ENSRNOG00000015306/ENSRNOG00000013593/ENSRNOG00000016372/ENSRNOG00000018111/ENSRNOG00000009872/ENSRNOG00000030019/ENSRNOG00000007290/ENSRNOG00000011823/ENSRNOG00000019719	-1.783491534	0.040116139	0	0.027773
GOMF	GOMF_MHC_PROTEIN_COMPLEX_BINDING	GOMF_MHC_PROTEIN_COMPLEX_BINDING	21	ENSRNOG00000000454/ENSRNOG00000010984/ENSRNOG00000058422/ENSRNOG00000000097/ENSRNOG00000054954/ENSRNOG00000066773/ENSRNOG00000060246/ENSRNOG00000033215/ENSRNOG00000026762/ENSRNOG00000032708/ENSRNOG00000049491/ENSRNOG00000018735	-2.092429323	0.006365732	0	0.028017
GOBP	GOBP_CALCIUM_ION_TRANSPORT	GOBP_CALCIUM_ION_TRANSPORT	378	ENSRNOG00000021032/ENSRNOG00000046231/ENSRNOG00000065511/ENSRNOG00000004900/ENSRNOG00000008170/ENSRNOG00000001383/ENSRNOG00000012098/ENSRNOG00000007949/ENSRNOG00000018895/ENSRNOG00000016592/ENSRNOG00000032951/ENSRNOG00000012362/ENSRNOG00000014294/ENSRNOG00000003967/ENSRNOG00000006136/ENSRNOG00000056836/ENSRNOG00000028746/ENSRNOG00000010665/ENSRNOG00000008766/ENSRNOG00000006110/ENSRNOG00000021259/ENSRNOG00000009535/ENSRNOG00000022256/ENSRNOG00000016312/ENSRNOG00000009705/ENSRNOG00000001492/ENSRNOG00000017392/ENSRNOG00000055917/ENSRNOG00000019035/ENSRNOG00000058422/ENSRNOG00000013014/ENSRNOG00000011205/ENSRNOG00000047781/ENSRNOG00000025164/ENSRNOG00000061450/ENSRNOG00000011073/ENSRNOG00000010645/ENSRNOG00000043436/ENSRNOG00000037845/ENSRNOG00000002215/ENSRNOG00000054695/ENSRNOG00000007744/ENSRNOG00000017927/ENSRNOG00000017912/ENSRNOG00000068093/ENSRNOG00000039730/ENSRNOG00000006604/ENSRNOG00000024349/ENSRNOG00000015603/ENSRNOG00000013743/ENSRNOG00000015075/ENSRNOG00000054954/ENSRNOG00000060407/ENSRNOG00000005046/ENSRNOG00000027808/ENSRNOG00000029591/ENSRNOG00000060687/ENSRNOG00000034290/ENSRNOG00000012329/ENSRNOG00000004060/ENSRNOG00000015983/ENSRNOG00000001804/ENSRNOG00000000655/ENSRNOG00000006375/ENSRNOG00000011589/ENSRNOG00000053449/ENSRNOG00000006090/ENSRNOG00000018784/ENSRNOG00000070907/ENSRNOG00000063051/ENSRNOG00000054274/ENSRNOG00000019926/ENSRNOG00000062887/ENSRNOG00000018461/ENSRNOG00000054172/ENSRNOG00000016770/ENSRNOG00000003245/ENSRNOG00000001302/ENSRNOG00000026548/ENSRNOG00000017078/ENSRNOG00000011912/ENSRNOG00000010906/ENSRNOG00000019430/ENSRNOG00000012609/ENSRNOG00000052795/ENSRNOG00000022298/ENSRNOG00000005108/ENSRNOG00000018712/ENSRNOG00000018233/ENSRNOG00000016326/ENSRNOG00000052080/ENSRNOG00000006979/ENSRNOG00000020425/ENSRNOG00000020719/ENSRNOG00000015668/ENSRNOG00000038540/ENSRNOG00000047714/ENSRNOG00000008176/ENSRNOG00000055579/ENSRNOG00000018487/ENSRNOG00000001195/ENSRNOG00000027839/ENSRNOG00000014338/ENSRNOG00000020714/ENSRNOG00000001336/ENSRNOG00000057569/ENSRNOG00000051986/ENSRNOG00000007104/ENSRNOG00000014357/ENSRNOG00000006324/ENSRNOG00000062101/ENSRNOG00000010362/ENSRNOG00000046683/ENSRNOG00000007290/ENSRNOG00000008050/ENSRNOG00000015036/ENSRNOG00000008822/ENSRNOG00000047545/ENSRNOG00000015588/ENSRNOG00000013053/ENSRNOG00000004749	-1.387547552	0.020001235	0	0.028263
GOBP	GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	GOBP_RESPONSE_TO_EXTRACELLULAR_STIMULUS	410	ENSRNOG00000019425/ENSRNOG00000016750/ENSRNOG00000013954/ENSRNOG00000016592/ENSRNOG00000014369/ENSRNOG00000014256/ENSRNOG00000052025/ENSRNOG00000011507/ENSRNOG00000009090/ENSRNOG00000000925/ENSRNOG00000008614/ENSRNOG00000022129/ENSRNOG00000011216/ENSRNOG00000000302/ENSRNOG00000020021/ENSRNOG00000017716/ENSRNOG00000009131/ENSRNOG00000000838/ENSRNOG00000049766/ENSRNOG00000022256/ENSRNOG00000009446/ENSRNOG00000037225/ENSRNOG00000007214/ENSRNOG00000015654/ENSRNOG00000015852/ENSRNOG00000013014/ENSRNOG00000010747/ENSRNOG00000025164/ENSRNOG00000018364/ENSRNOG00000028956/ENSRNOG00000011683/ENSRNOG00000046949/ENSRNOG00000015206/ENSRNOG00000009850/ENSRNOG00000029528/ENSRNOG00000046252/ENSRNOG00000017786/ENSRNOG00000031544/ENSRNOG00000032063/ENSRNOG00000019205/ENSRNOG00000013669/ENSRNOG00000019713/ENSRNOG00000000503/ENSRNOG00000004972/ENSRNOG00000008444/ENSRNOG00000004828/ENSRNOG00000020480/ENSRNOG00000014117/ENSRNOG00000017854/ENSRNOG00000036663/ENSRNOG00000015075/ENSRNOG00000028629/ENSRNOG00000013265/ENSRNOG00000049281/ENSRNOG00000017002/ENSRNOG00000014254/ENSRNOG00000037897/ENSRNOG00000002440/ENSRNOG00000001442/ENSRNOG00000000853/ENSRNOG00000013704/ENSRNOG00000008336/ENSRNOG00000002911/ENSRNOG00000013166/ENSRNOG00000015262/ENSRNOG00000017417/ENSRNOG00000053362/ENSRNOG00000000655/ENSRNOG00000009040/ENSRNOG00000025443/ENSRNOG00000017673/ENSRNOG00000000917/ENSRNOG00000017426/ENSRNOG00000014333/ENSRNOG00000006090/ENSRNOG00000057855/ENSRNOG00000003745/ENSRNOG00000025239/ENSRNOG00000018693/ENSRNOG00000007486/ENSRNOG00000003807/ENSRNOG00000009615/ENSRNOG00000001738/ENSRNOG00000005479/ENSRNOG00000016421/ENSRNOG00000007924/ENSRNOG00000058388/ENSRNOG00000001189/ENSRNOG00000046021/ENSRNOG00000017801/ENSRNOG00000012660/ENSRNOG00000017084/ENSRNOG00000007284/ENSRNOG00000018740/ENSRNOG00000009495/ENSRNOG00000001416/ENSRNOG00000060237/ENSRNOG00000018233/ENSRNOG00000020716/ENSRNOG00000007331/ENSRNOG00000027030/ENSRNOG00000006280/ENSRNOG00000005614/ENSRNOG00000019500/ENSRNOG00000018454/ENSRNOG00000018958/ENSRNOG00000016827/ENSRNOG00000009845/ENSRNOG00000001195/ENSRNOG00000014338/ENSRNOG00000016038/ENSRNOG00000040287/ENSRNOG00000049560/ENSRNOG00000014008/ENSRNOG00000000529/ENSRNOG00000003486/ENSRNOG00000062101/ENSRNOG00000053384/ENSRNOG00000010643/ENSRNOG00000048812/ENSRNOG00000000299/ENSRNOG00000001092/ENSRNOG00000003622/ENSRNOG00000055049/ENSRNOG00000027489/ENSRNOG00000009565/ENSRNOG00000017783/ENSRNOG00000012772/ENSRNOG00000043451/ENSRNOG00000016957/ENSRNOG00000014385/ENSRNOG00000007332	-1.45876212	0.007116381	0	0.028413
GOBP	GOBP_SPERM_MOTILITY	GOBP_SPERM_MOTILITY	90	ENSRNOG00000054475/ENSRNOG00000018631/ENSRNOG00000011440/ENSRNOG00000054900/ENSRNOG00000059401/ENSRNOG00000056996/ENSRNOG00000057867/ENSRNOG00000006114/ENSRNOG00000058275/ENSRNOG00000048363/ENSRNOG00000001808/ENSRNOG00000008595/ENSRNOG00000048818/ENSRNOG00000008492/ENSRNOG00000059348/ENSRNOG00000012964/ENSRNOG00000013734/ENSRNOG00000025787/ENSRNOG00000026217/ENSRNOG00000034089/ENSRNOG00000049596/ENSRNOG00000009061/ENSRNOG00000020891/ENSRNOG00000018310/ENSRNOG00000023807/ENSRNOG00000048506/ENSRNOG00000042259/ENSRNOG00000027212/ENSRNOG00000009032/ENSRNOG00000005451/ENSRNOG00000039315/ENSRNOG00000050658	2.176640911	1.80E-05	0	0.029672
HPO	HP_SLOPING_FOREHEAD	HP_SLOPING_FOREHEAD	163	ENSRNOG00000016187/ENSRNOG00000011829/ENSRNOG00000009781/ENSRNOG00000020193/ENSRNOG00000037211/ENSRNOG00000049244/ENSRNOG00000036866/ENSRNOG00000007906/ENSRNOG00000012318/ENSRNOG00000002708/ENSRNOG00000002153/ENSRNOG00000021718/ENSRNOG00000059715/ENSRNOG00000056458/ENSRNOG00000020701/ENSRNOG00000029966/ENSRNOG00000052704/ENSRNOG00000008410/ENSRNOG00000022597/ENSRNOG00000060144/ENSRNOG00000012051/ENSRNOG00000057945/ENSRNOG00000060100/ENSRNOG00000005788/ENSRNOG00000004057/ENSRNOG00000005038/ENSRNOG00000015211/ENSRNOG00000028417/ENSRNOG00000032778/ENSRNOG00000028523/ENSRNOG00000038200/ENSRNOG00000011454/ENSRNOG00000006792/ENSRNOG00000001875/ENSRNOG00000003346/ENSRNOG00000008469/ENSRNOG00000026857/ENSRNOG00000027249/ENSRNOG00000024085/ENSRNOG00000013149/ENSRNOG00000008472/ENSRNOG00000011654/ENSRNOG00000002462/ENSRNOG00000008580/ENSRNOG00000012146/ENSRNOG00000060266/ENSRNOG00000029885/ENSRNOG00000015383/ENSRNOG00000009339	1.546396546	0.037160269	0	0.02999
GOCC	GOCC_CHROMOSOME_TELOMERIC_REGION	GOCC_CHROMOSOME_TELOMERIC_REGION	142	ENSRNOG00000006048/ENSRNOG00000013807/ENSRNOG00000011519/ENSRNOG00000012558/ENSRNOG00000007291/ENSRNOG00000015440/ENSRNOG00000019986/ENSRNOG00000030572/ENSRNOG00000055097/ENSRNOG00000005021/ENSRNOG00000003258/ENSRNOG00000007596/ENSRNOG00000025378/ENSRNOG00000007315/ENSRNOG00000022372/ENSRNOG00000015332/ENSRNOG00000015269/ENSRNOG00000012141/ENSRNOG00000000387/ENSRNOG00000008841/ENSRNOG00000003964/ENSRNOG00000016105/ENSRNOG00000017784/ENSRNOG00000011175/ENSRNOG00000004908/ENSRNOG00000059878/ENSRNOG00000020102/ENSRNOG00000014319/ENSRNOG00000000604/ENSRNOG00000008580/ENSRNOG00000025028/ENSRNOG00000008314/ENSRNOG00000015796/ENSRNOG00000008689/ENSRNOG00000036687/ENSRNOG00000027513/ENSRNOG00000008456/ENSRNOG00000016316/ENSRNOG00000033065/ENSRNOG00000012012/ENSRNOG00000069905/ENSRNOG00000032546/ENSRNOG00000024445/ENSRNOG00000010027/ENSRNOG00000001833/ENSRNOG00000003703/ENSRNOG00000014599/ENSRNOG00000036841/ENSRNOG00000018353/ENSRNOG00000011523/ENSRNOG00000006392/ENSRNOG00000011697/ENSRNOG00000009506/ENSRNOG00000015553/ENSRNOG00000003041/ENSRNOG00000037509/ENSRNOG00000038973/ENSRNOG00000054901/ENSRNOG00000007998/ENSRNOG00000025327/ENSRNOG00000056703/ENSRNOG00000011625/ENSRNOG00000049759/ENSRNOG00000071217/ENSRNOG00000019681/ENSRNOG00000016774/ENSRNOG00000020336/ENSRNOG00000054336/ENSRNOG00000013326	1.627183003	0.009127866	0	0.030537
GOBP	GOBP_T_CELL_HOMEOSTASIS	GOBP_T_CELL_HOMEOSTASIS	31	ENSRNOG00000045524/ENSRNOG00000057040/ENSRNOG00000047035/ENSRNOG00000032970/ENSRNOG00000019075/ENSRNOG00000028629/ENSRNOG00000019430/ENSRNOG00000056135/ENSRNOG00000021546/ENSRNOG00000016551/ENSRNOG00000020465/ENSRNOG00000047647/ENSRNOG00000036829	-1.835605527	0.027493516	0	0.030704
HPO	HP_HEMOLYTIC_ANEMIA	HP_HEMOLYTIC_ANEMIA	110	ENSRNOG00000015206/ENSRNOG00000002568/ENSRNOG00000006860/ENSRNOG00000046891/ENSRNOG00000019614/ENSRNOG00000009982/ENSRNOG00000007664/ENSRNOG00000034164/ENSRNOG00000014117/ENSRNOG00000005981/ENSRNOG00000049517/ENSRNOG00000049056/ENSRNOG00000015945/ENSRNOG00000015290/ENSRNOG00000056786/ENSRNOG00000019742/ENSRNOG00000029939/ENSRNOG00000010133/ENSRNOG00000030715/ENSRNOG00000020951/ENSRNOG00000003298/ENSRNOG00000001232/ENSRNOG00000047098/ENSRNOG00000022540/ENSRNOG00000018211/ENSRNOG00000046196/ENSRNOG00000007284/ENSRNOG00000057988/ENSRNOG00000006911/ENSRNOG00000058249/ENSRNOG00000020425/ENSRNOG00000023143/ENSRNOG00000006873/ENSRNOG00000016346/ENSRNOG00000033215/ENSRNOG00000047647/ENSRNOG00000051235/ENSRNOG00000002659/ENSRNOG00000048812/ENSRNOG00000043451	-1.765889174	0.006716399	0	0.030895
