ENSRNOG00000000001	138
ENSRNOG00000000007	7798
ENSRNOG00000000008	54
ENSRNOG00000000009	2
ENSRNOG00000000010	330
ENSRNOG00000000012	45
ENSRNOG00000000017	12
ENSRNOG00000000021	0
ENSRNOG00000000024	1151
ENSRNOG00000000033	5571
ENSRNOG00000000034	104
ENSRNOG00000000035	0
ENSRNOG00000000036	708
ENSRNOG00000000040	225
ENSRNOG00000000041	74
ENSRNOG00000000042	1824
ENSRNOG00000000043	1448
ENSRNOG00000000044	2375
ENSRNOG00000000047	610
ENSRNOG00000000048	12817
ENSRNOG00000000053	0
ENSRNOG00000000054	3949
ENSRNOG00000000055	0
ENSRNOG00000000062	2334
ENSRNOG00000000064	1510
ENSRNOG00000000065	8
ENSRNOG00000000066	1367
ENSRNOG00000000068	1828
ENSRNOG00000000070	2029
ENSRNOG00000000073	1883
ENSRNOG00000000075	1392
ENSRNOG00000000081	466
ENSRNOG00000000082	1838
ENSRNOG00000000091	585
ENSRNOG00000000095	2498
ENSRNOG00000000096	3
ENSRNOG00000000097	2
ENSRNOG00000000098	3253
ENSRNOG00000000104	813
ENSRNOG00000000105	12249
ENSRNOG00000000108	898
ENSRNOG00000000109	15
ENSRNOG00000000111	395
ENSRNOG00000000112	1379
ENSRNOG00000000113	659
ENSRNOG00000000121	304
ENSRNOG00000000122	301
ENSRNOG00000000123	1673
ENSRNOG00000000124	0
ENSRNOG00000000127	1846
ENSRNOG00000000129	13728
ENSRNOG00000000130	3934
ENSRNOG00000000133	2441
ENSRNOG00000000137	138
ENSRNOG00000000138	179
ENSRNOG00000000142	2648
ENSRNOG00000000145	1779
ENSRNOG00000000150	1315
ENSRNOG00000000151	358
ENSRNOG00000000155	1620
ENSRNOG00000000156	368
ENSRNOG00000000157	3634
ENSRNOG00000000158	2017
ENSRNOG00000000161	2505
ENSRNOG00000000164	6232
ENSRNOG00000000165	35
ENSRNOG00000000166	254
ENSRNOG00000000167	141
ENSRNOG00000000168	3956
ENSRNOG00000000169	196
ENSRNOG00000000170	4293
ENSRNOG00000000172	267
ENSRNOG00000000175	603
ENSRNOG00000000177	49
ENSRNOG00000000184	3
ENSRNOG00000000185	304
ENSRNOG00000000186	915
ENSRNOG00000000187	81
ENSRNOG00000000190	0
ENSRNOG00000000195	583
ENSRNOG00000000196	41
ENSRNOG00000000199	0
ENSRNOG00000000201	2
ENSRNOG00000000204	4615
ENSRNOG00000000219	1533
ENSRNOG00000000221	968
ENSRNOG00000000230	908
ENSRNOG00000000231	2594
ENSRNOG00000000233	115
ENSRNOG00000000236	2458
ENSRNOG00000000237	1673
ENSRNOG00000000239	2
ENSRNOG00000000244	776
ENSRNOG00000000245	211
ENSRNOG00000000246	3647
ENSRNOG00000000247	1426
ENSRNOG00000000248	4417
ENSRNOG00000000249	202
ENSRNOG00000000250	439
ENSRNOG00000000251	1
ENSRNOG00000000257	2990
ENSRNOG00000000258	1526
ENSRNOG00000000262	1569
ENSRNOG00000000264	1110
ENSRNOG00000000274	4196
ENSRNOG00000000275	3230
ENSRNOG00000000277	398
ENSRNOG00000000279	694
ENSRNOG00000000281	2628
ENSRNOG00000000282	0
ENSRNOG00000000283	627
ENSRNOG00000000288	249
ENSRNOG00000000299	1797
ENSRNOG00000000302	1901
ENSRNOG00000000303	518
ENSRNOG00000000304	3778
ENSRNOG00000000306	199
ENSRNOG00000000307	246
ENSRNOG00000000308	471
ENSRNOG00000000312	2449
ENSRNOG00000000314	4867
ENSRNOG00000000316	4813
ENSRNOG00000000320	0
ENSRNOG00000000321	2881
ENSRNOG00000000322	850
ENSRNOG00000000323	32
ENSRNOG00000000327	4696
ENSRNOG00000000335	0
ENSRNOG00000000340	2172
ENSRNOG00000000341	463
ENSRNOG00000000368	10171
ENSRNOG00000000373	643
ENSRNOG00000000376	0
ENSRNOG00000000383	89
ENSRNOG00000000384	1
ENSRNOG00000000386	38
ENSRNOG00000000387	1758
ENSRNOG00000000392	1189
ENSRNOG00000000394	599
ENSRNOG00000000395	4638
ENSRNOG00000000396	2220
ENSRNOG00000000397	3752
ENSRNOG00000000398	999
ENSRNOG00000000401	0
ENSRNOG00000000405	0
ENSRNOG00000000406	67
ENSRNOG00000000407	175
ENSRNOG00000000408	3726
ENSRNOG00000000410	2
ENSRNOG00000000411	3453
ENSRNOG00000000412	5973
ENSRNOG00000000414	908
ENSRNOG00000000415	790
ENSRNOG00000000417	4102
ENSRNOG00000000420	891
ENSRNOG00000000421	1259
ENSRNOG00000000422	146
ENSRNOG00000000428	0
ENSRNOG00000000431	1734
ENSRNOG00000000432	364
ENSRNOG00000000433	3481
ENSRNOG00000000435	648
ENSRNOG00000000436	50
ENSRNOG00000000437	4674
ENSRNOG00000000438	1239
ENSRNOG00000000439	73
ENSRNOG00000000440	2238
ENSRNOG00000000441	65
ENSRNOG00000000442	406
ENSRNOG00000000446	0
ENSRNOG00000000451	47
ENSRNOG00000000454	5
ENSRNOG00000000455	233
ENSRNOG00000000456	196
ENSRNOG00000000457	143
ENSRNOG00000000459	113
ENSRNOG00000000461	4881
ENSRNOG00000000463	4240
ENSRNOG00000000464	1521
ENSRNOG00000000465	0
ENSRNOG00000000466	358
ENSRNOG00000000467	597
ENSRNOG00000000470	2801
ENSRNOG00000000471	2064
ENSRNOG00000000473	1580
ENSRNOG00000000474	692
ENSRNOG00000000476	0
ENSRNOG00000000477	760
ENSRNOG00000000478	0
ENSRNOG00000000479	33
ENSRNOG00000000480	681
ENSRNOG00000000481	619
ENSRNOG00000000483	19382
ENSRNOG00000000485	267
ENSRNOG00000000486	72
ENSRNOG00000000487	568
ENSRNOG00000000488	1678
ENSRNOG00000000490	926
ENSRNOG00000000491	8
ENSRNOG00000000493	529
ENSRNOG00000000495	891
ENSRNOG00000000498	1224
ENSRNOG00000000499	1
ENSRNOG00000000500	36
ENSRNOG00000000501	1746
ENSRNOG00000000502	26
ENSRNOG00000000503	714
ENSRNOG00000000504	343
ENSRNOG00000000505	739
ENSRNOG00000000506	116
ENSRNOG00000000507	0
ENSRNOG00000000508	1
ENSRNOG00000000510	0
ENSRNOG00000000511	3702
ENSRNOG00000000512	808
ENSRNOG00000000513	3310
ENSRNOG00000000515	5
ENSRNOG00000000516	0
ENSRNOG00000000517	1545
ENSRNOG00000000519	1844
ENSRNOG00000000520	4192
ENSRNOG00000000521	166
ENSRNOG00000000522	5318
ENSRNOG00000000523	502
ENSRNOG00000000524	2201
ENSRNOG00000000525	256
ENSRNOG00000000527	11969
ENSRNOG00000000528	165
ENSRNOG00000000529	56
ENSRNOG00000000532	3666
ENSRNOG00000000536	211
ENSRNOG00000000540	2668
ENSRNOG00000000541	3322
ENSRNOG00000000542	62
ENSRNOG00000000543	100
ENSRNOG00000000546	877
ENSRNOG00000000547	16770
ENSRNOG00000000549	9
ENSRNOG00000000551	852
ENSRNOG00000000552	131
ENSRNOG00000000556	0
ENSRNOG00000000557	5075
ENSRNOG00000000559	26
ENSRNOG00000000560	320
ENSRNOG00000000561	441
ENSRNOG00000000562	6
ENSRNOG00000000563	56
ENSRNOG00000000564	25
ENSRNOG00000000565	3176
ENSRNOG00000000566	7
ENSRNOG00000000567	931
ENSRNOG00000000568	432
ENSRNOG00000000569	880
ENSRNOG00000000571	39286
ENSRNOG00000000572	93
ENSRNOG00000000574	0
ENSRNOG00000000576	337
ENSRNOG00000000579	6533
ENSRNOG00000000580	0
ENSRNOG00000000581	1696
ENSRNOG00000000582	689
ENSRNOG00000000583	4397
ENSRNOG00000000585	3593
ENSRNOG00000000586	820
ENSRNOG00000000587	1004
ENSRNOG00000000588	30
ENSRNOG00000000589	165
ENSRNOG00000000590	3
ENSRNOG00000000593	6230
ENSRNOG00000000595	226
ENSRNOG00000000596	5376
ENSRNOG00000000597	5
ENSRNOG00000000598	302
ENSRNOG00000000599	1452
ENSRNOG00000000604	3085
ENSRNOG00000000605	593
ENSRNOG00000000606	4003
ENSRNOG00000000607	0
ENSRNOG00000000609	1168
ENSRNOG00000000610	1964
ENSRNOG00000000611	832
ENSRNOG00000000613	810
ENSRNOG00000000614	1014
ENSRNOG00000000618	5366
ENSRNOG00000000630	0
ENSRNOG00000000632	11
ENSRNOG00000000633	502
ENSRNOG00000000634	614
ENSRNOG00000000635	2885
ENSRNOG00000000636	0
ENSRNOG00000000638	17074
ENSRNOG00000000640	220
ENSRNOG00000000641	542
ENSRNOG00000000645	3032
ENSRNOG00000000648	7138
ENSRNOG00000000653	7
ENSRNOG00000000655	585
ENSRNOG00000000657	3116
ENSRNOG00000000658	279
ENSRNOG00000000661	1147
ENSRNOG00000000662	319
ENSRNOG00000000663	975
ENSRNOG00000000664	749
ENSRNOG00000000665	3344
ENSRNOG00000000691	1
ENSRNOG00000000692	92
ENSRNOG00000000693	5608
ENSRNOG00000000695	1506
ENSRNOG00000000697	4115
ENSRNOG00000000699	930
ENSRNOG00000000700	295
ENSRNOG00000000701	1375
ENSRNOG00000000702	1572
ENSRNOG00000000704	246
ENSRNOG00000000708	5548
ENSRNOG00000000713	158
ENSRNOG00000000715	3
ENSRNOG00000000716	60
ENSRNOG00000000718	2072
ENSRNOG00000000720	633
ENSRNOG00000000726	0
ENSRNOG00000000728	152
ENSRNOG00000000729	747
ENSRNOG00000000746	0
ENSRNOG00000000759	0
ENSRNOG00000000763	441
ENSRNOG00000000765	4
ENSRNOG00000000767	5
ENSRNOG00000000768	4
ENSRNOG00000000774	37021
ENSRNOG00000000775	826
ENSRNOG00000000777	0
ENSRNOG00000000778	244
ENSRNOG00000000779	201
ENSRNOG00000000780	2193
ENSRNOG00000000781	485
ENSRNOG00000000782	8
ENSRNOG00000000783	0
ENSRNOG00000000785	0
ENSRNOG00000000786	0
ENSRNOG00000000795	0
ENSRNOG00000000796	13927
ENSRNOG00000000798	3760
ENSRNOG00000000799	4233
ENSRNOG00000000800	4410
ENSRNOG00000000801	459
ENSRNOG00000000802	861
ENSRNOG00000000804	765
ENSRNOG00000000805	11164
ENSRNOG00000000808	1729
ENSRNOG00000000809	2841
ENSRNOG00000000811	151
ENSRNOG00000000814	1560
ENSRNOG00000000815	656
ENSRNOG00000000818	498
ENSRNOG00000000823	4682
ENSRNOG00000000824	767
ENSRNOG00000000825	24
ENSRNOG00000000826	2824
ENSRNOG00000000827	332
ENSRNOG00000000831	188
ENSRNOG00000000833	493
