ENSRNOG00000000001	114
ENSRNOG00000000007	5191
ENSRNOG00000000008	0
ENSRNOG00000000009	1
ENSRNOG00000000010	21
ENSRNOG00000000012	38
ENSRNOG00000000017	8
ENSRNOG00000000021	0
ENSRNOG00000000024	680
ENSRNOG00000000033	6358
ENSRNOG00000000034	85
ENSRNOG00000000035	0
ENSRNOG00000000036	326
ENSRNOG00000000040	353
ENSRNOG00000000041	83
ENSRNOG00000000042	1652
ENSRNOG00000000043	1125
ENSRNOG00000000044	1996
ENSRNOG00000000047	541
ENSRNOG00000000048	15464
ENSRNOG00000000053	0
ENSRNOG00000000054	6475
ENSRNOG00000000055	0
ENSRNOG00000000062	1776
ENSRNOG00000000064	1581
ENSRNOG00000000065	4
ENSRNOG00000000066	1040
ENSRNOG00000000068	1840
ENSRNOG00000000070	1532
ENSRNOG00000000073	1571
ENSRNOG00000000075	1013
ENSRNOG00000000081	266
ENSRNOG00000000082	1376
ENSRNOG00000000091	542
ENSRNOG00000000095	2126
ENSRNOG00000000096	0
ENSRNOG00000000097	4
ENSRNOG00000000098	2867
ENSRNOG00000000104	568
ENSRNOG00000000105	27151
ENSRNOG00000000108	853
ENSRNOG00000000109	15
ENSRNOG00000000111	367
ENSRNOG00000000112	1032
ENSRNOG00000000113	474
ENSRNOG00000000121	247
ENSRNOG00000000122	321
ENSRNOG00000000123	1221
ENSRNOG00000000124	0
ENSRNOG00000000127	1358
ENSRNOG00000000129	10854
ENSRNOG00000000130	3618
ENSRNOG00000000133	1972
ENSRNOG00000000137	167
ENSRNOG00000000138	190
ENSRNOG00000000142	2051
ENSRNOG00000000145	1400
ENSRNOG00000000150	1071
ENSRNOG00000000151	430
ENSRNOG00000000155	1193
ENSRNOG00000000156	268
ENSRNOG00000000157	2814
ENSRNOG00000000158	1400
ENSRNOG00000000161	1872
ENSRNOG00000000164	5939
ENSRNOG00000000165	13
ENSRNOG00000000166	156
ENSRNOG00000000167	167
ENSRNOG00000000168	6157
ENSRNOG00000000169	204
ENSRNOG00000000170	3723
ENSRNOG00000000172	259
ENSRNOG00000000175	521
ENSRNOG00000000177	27
ENSRNOG00000000184	2
ENSRNOG00000000185	335
ENSRNOG00000000186	1369
ENSRNOG00000000187	89
ENSRNOG00000000190	0
ENSRNOG00000000195	558
ENSRNOG00000000196	31
ENSRNOG00000000199	0
ENSRNOG00000000201	0
ENSRNOG00000000204	3881
ENSRNOG00000000219	1106
ENSRNOG00000000221	1045
ENSRNOG00000000230	712
ENSRNOG00000000231	2943
ENSRNOG00000000233	57
ENSRNOG00000000236	1975
ENSRNOG00000000237	1316
ENSRNOG00000000239	5
ENSRNOG00000000244	705
ENSRNOG00000000245	285
ENSRNOG00000000246	3061
ENSRNOG00000000247	1278
ENSRNOG00000000248	3448
ENSRNOG00000000249	164
ENSRNOG00000000250	418
ENSRNOG00000000251	8
ENSRNOG00000000257	3305
ENSRNOG00000000258	1304
ENSRNOG00000000262	1261
ENSRNOG00000000264	958
ENSRNOG00000000274	3537
ENSRNOG00000000275	2649
ENSRNOG00000000277	371
ENSRNOG00000000279	662
ENSRNOG00000000281	3102
ENSRNOG00000000282	0
ENSRNOG00000000283	410
ENSRNOG00000000288	165
ENSRNOG00000000299	1710
ENSRNOG00000000302	1857
ENSRNOG00000000303	437
ENSRNOG00000000304	3398
ENSRNOG00000000306	172
ENSRNOG00000000307	257
ENSRNOG00000000308	420
ENSRNOG00000000312	2032
ENSRNOG00000000314	4329
ENSRNOG00000000316	3820
ENSRNOG00000000320	0
ENSRNOG00000000321	2581
ENSRNOG00000000322	839
ENSRNOG00000000323	55
ENSRNOG00000000327	3421
ENSRNOG00000000335	0
